sentence,aspect,sentiment
"Color: đen-xl kích cỡ:đúng said chiều ca&cân nặng:1m57,nặng 57kg said xl vừa vặn",Others,neutral
máy chậm như rùa bò nha. 5tr mấy bỏ ra không đáng để mua con này quá dở tệ mọi người nên cân nhắc mua máy 👎👎👎👎,Performance,negative
Mình mua máy oppo reno 4z 5g được 1 tháng nên nhận xét như sau * ram 8g bộ nhớ 128g cpu là đúng * màn hình thì tạm được thôi chứ không phải full hd đâu nhé nhưng tạm chấp nhận vì giá rẻ * còn pin thì rất tệ nếu sử dụng liên tục thì được hơn 2h thôi * còn bảo hành thì chỉ cho vui thôi vì khi thấy pin sử dụng tệ quá thì mình có gọi vào sđt của cửa hàng thì gặp 1 bé nhân viên kêu mình phải test cho họ xem mình nói là mình đã test rổi thì mình mới gọi cho họ nhưng bé không chịu . Nên mình khuyên mọi người hãy cân nhắc thật kỹ trước khi mua,Shop_Service,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: bình thường 
Tính năng nổi bật: nghe nói máy thì là ổn áp, nghe gọi tốt đúng cơ bản của một chiếc điện thoại, cơ mà pin thì hơi nhỏ thì phải.",Audio,positive
Chất lượng sản phẩm lỗi phần mềm liên tục. Đúng với mô tả mô tả hơi hoa mỹ thực tế không bằng. Tính năng nổi bật pin và hiệu năng đều thất vọng. Review máy hay crash app cập nhật firmware vẫn chưa tốt. Pin không trụ nổi 1 ngày với sử dụng bình thường. Box đến với seal rách có vẻ bị mở trước. Support hời hợt chỉ hướng dẫn reset mà không khắc phục,Software,negative
"vừa nhận máy, phụ kiện đầy đủ mặt sau đẹp, giao diện dễ sử dụng chạy mượt, cái hộp hơi ghẻ, tai nghe nhìn cũng giống đồ ghẻ, cầm không sướng nhưng nhẹ so với pin 7k, sử dụng tốt ( cảm quan ban đầu là ngon trong mức giá 3,5 củ đã áp mã giảm giá )",Price,positive
"Chất lượng sản phẩm: tệ 
Đúng với mô tả: tệ 
Tính năng nổi bật: tệ
Chất lượng sản phẩm tệ khui hàng ra đã bị sọc màn hình .",Display,negative
Máy mới nguyên seal nên yên tâm. Mỗi tội giao hàng lâu quá.,Shipping,negative
"máy có lúc bị lag mà trả không được. nhưng cửa hàng phản hồi nhanh, có cái không bảo hành được thôi. phải đem tận ta hãng. hơi buồn.",Shop_Service,positive
"Cửa hàng giao hàng nhanh, đã mua hàng bên cửa hàng lần 2 cũng tốt",Shipping,positive
"Hiệu năng giật khi cuộn web, dịch vụ khách hàng hứa sửa nhưng không làm. Camera chân dung làm mặt méo, pin tụt 20% chờ.",Camera,negative
"Màu sắc: xanh 
Phiên bản: bản locksim-hư sim pin trâu vcl sài 14 tiếng liên tục mà máy còn 31% chơi game thì tạm ổn với tầm giá cam thì chống mù thôi ngoại hình đẹp ít trầy xước",Design,positive
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb ship nhanh và rất cẩn thận, máy sử dụng bao mượt, màu xanh xinh mà ở ngoài nhìn hơi nhạt xíu. Lựa chọn màu sắc tuyệt vời!, sử dụng vật liệu chất lượng cao., độ phân giải màn hình tuyệt vời., chất lượng camera ấn tượng!,",Performance,positive
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và hiệu quả, màn hình lớn với hiển thị sống động, bộ xử lý mạnh mẽ và nhanh chóng,",Shipping,positive
"Chất lượng sản phẩm: kém 
Đúng với mô tả: lừa đảo 
Tính năng nổi bật: không có giá cao mà chất lượng thấp, không xứng đáng, lãng phí tiền",Price,negative
Điện thoại thì phải sử dụng 1 time mới biết chất lượng,General,neutral
Chăm sóc khách hàng từ chối bảo hành pin yếu chỉ trụ 5h sử dụng cơ bản hiệu năng giật khi chạy app nặng,Battery,negative
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb lần này cửa hàng giao khá chậm so với dự kiến và cửa hàng cũng có giải thích do sale đơn hàng nhiều. Hàng chính hãng đóng gói đẹp",Packaging,positive
"về thiết kế thì máy có kích thước đúng như công bố, màn hình thì mình chưa có thời gian kiểm tra kỹ.",Design,neutral
"dở tệ sai kém chăm sóc kh chậm như rùa. camera màu lệch lạc.,",Camera,negative
"🔋 
Thời lượng pin:pin sử dụng nhanh, nóng máy 📸 
Chất lượng camera:tạm ổn ⚡ 
Hiệu suất:tạm ổn số với giá tiền nhưng không có sóng gọi sử dụng không được",Price,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb các tính năng đột phá, yêu cổng usb-c!, màu sắc tuyệt đẹp, khó lựa chọn!, màu sắc tuyệt đẹp, khó lựa chọn!,",Design,positive
"máy đúng như cửa hàng nói mới 99% .giao hàng nhanh sạc zin, còn được tặng cường lực ốp lưng nữa sẽ ủng hộ cửa hàng tiếp ạ.điện thoại g6 chạy rất mượt .cảm ơn cửa hàng đã bán máy chất lượng ạ",Performance,positive
"Color family: color random sản phẩm: màu sắc sống động và rực rỡ, thiết kế sang trọng, hiệu năng mượt mà, giao diện dễ sử dụng, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, không gian lưu trữ rộng rãi. android dễ sử dụng, chỉ cần nhập gmail vào là sử dụng các app rất ổn. bình chọn cho cửa hàng 5 sao",Design,positive
"sản phẩm tốt chính hãng Việt Nam kích hoạt bảo hành khi mới mua máy imei khớp với máy màu chuẩn , đóng gói tốt chống sốc cẩn thận giao khá nhanh , tiếc cái là cửa hàng không tặng kèm củ sạc. mình sử dụng samsung quen rồi nên h lên đời s25 . điểm trừ mỗi cái cửa hàng lười giao tiếp quá.",Shop_Service,negative
"Máy đẹp không một vết xước,giá cả hợp lý,mình đã mua của cửa hàng 8 máy luôn,,cửa hàng uy tín,mọi người nên mua nhé,,đợt tới sẽ ủng hộ cửa hàng tiếp ạ",Design,positive
"Sản phẩm đúng mô tả, giao hàng nhanh. Máy sử dụng mượt, hình thức mới 99%, cửa hàng tặng thêm miếng dán màn hình nữa thì tốt.",Shipping,positive
Nhóm màu: màu đen tốt đã nhận hàng,General,positive
"Màu sắc: vàng kết nối mạng 4g nhanh chóng, chất liệu bền và chắc chắn, loa rõ ràng và to, màn hình rõ ràng và sáng, thời lượng pin lâu dài, sản phẩm như quảng cáo. Cửa hàng rất có tâm s! cảm ơn nhiều!",Audio,positive
Thái độ nhân viên tư vấn không bằng đứa trẻ lớp 1.,Shop_Service,negative
"Nhận hàng xong là đem ra test thử cho nóng liền 😂 máy móc nguyên zin, tốt mọi chức năng, không lỗi lầm gì máy sử dụng mượt, thiết kế đẹp, phù hợp với mọi lứa tuổi luôn, pin trâu bò chơi game xem phim liên tục được tầm 7 - 8 tiếng, còn để không nghe gọi chắc cả tháng 😂 túm lại là cửa hàng bán máy ngon nha mọi người 😄",Design,positive
"Điện thoại đẹp, cấu hình tốt so với giá. Tuy nhiên chiếc mình nhận được có vẻ trúng chiếc bị lỗi về màn hình, khoảng 1cm dưới cùng của màn hình bị ám vàng nhẹ. Nếu những lúc màn hình hoặc vào app mà nền hiển thị trắng thì sẽ thấy rõ phần ám vàng. Dark theme hoặc màu mè thì không thấy. Ban đầu thấy ít, nghĩ do miếng dán màn hình rẻ tiền nhưng giở một góc lên xem thì không phải. Sử dụng thử mấy hôm vẫn thấy vậy không khả quan hơn. Hôm nay mượn được máy đồng nghiệp quay lại nhưng nhìn trong ảnh hoặc video không thấy rõ bằng bên ngoài. Không biết có đại lý hay trung tâm bảo hành của nubia ở tphcm không để đem đi sửa. Lỗi nhỏ không ảnh hưởng đến hiệu quả sử dụng. Nhưng mỗi lần chuyển sang nền trắng nhìn hơi khó chịu. Máy giao tới đóng gói cẩn thận, hộp nguyên seal mới toanh. Ship nhanh.",Price,positive
Màu sắc: màu trắng hư nfc hư quét vân tay không nhận không quét vân tay được máy thay vỏ màn hình lô vỏ lô màn hình lô không chấp nhận được tôi buồn,Display,negative
Sài cũng được sử dụng facebook với tiktok cũng ngon nhưng không có tải mess được pin thì chai có 8gb mà khi nhận máy thì mấy cái app cố định mất 7mấy gb rồi còn không có sạc nhưng với số tiền này thì cũng không có gì để nói,Battery,negative
"Đúng với mô tả: sau 1 tuần sử dụng cảm nhận máy màn đẹp,game mượt ,pin trâu sạc rất nhanh nhưng phải sử dụng sạc khác",Performance,positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: pin lâu 
Đúng với mô tả: đúng hình ảnh mang tính chất nhận xu………",Battery,positive
camera selfie bị méo hình. viền màn hình quá dày so với ảnh. máy hay bị lag khi lướt web. đóng hàng lỏng lẻo. đơn hàng bị thất lạc trong quá trình vận chuyển,Shipping,negative
Nhóm màu: đen hài lòng.,General,positive
"trải nghiệm không tốt , chỉ sử dụng ổn ngày đầu mới mua , về ngoại hình không được 97-99% như mô tả , pin cũng khá ảo hơn so với thông số máy . sau 1 ngày sử dụng thì sập nguồn không lên nữa . vote sao thấp nhắn cho cửa hàng thì bị chặn phản hồi thì bị khiếu nại ngược . nói chung là tệ",Shop_Service,negative
Bên hỗ trợ hồi âm chậm 2 ngày. Pin hao khi gọi video 1 tiếng hết 40%. Ship giao sai tỉnh phải tự chuyển.,Shop_Service,negative
Màu máy: màu đen sản phẩm: samsung a50s 4/64gb cửa hàng ơi mình nhận máy rồi nè .giao hàng nhanh .đóng gói cẩn thận .đúng máy mình cần nè .test qua thì ổn lắm .mọi chức năng đều ổn nè .cửa hàng uy tín vậy mình sẽ giới thiệu ủng hộ thêm cửa hàng nè .giá cũng tốt nha 👌👌👌👌,Packaging,positive
Chăm sóc khách hàng yêu cầu gửi ảnh nhưng không xử lý hiệu năng yếu với ios mới đóng hàng thiếu seal,Shop_Service,negative
"Mọi người ơi, lịch cập nhật phần mềm cho máy này thường diễn ra khi nào vậy?",Software,neutral
"Đóng gói không có chống sốc, chỉ bọc qua loa. Ship mất gần 2 tuần mới tới nơi. Hiệu năng kém, không chơi được game nặng. Chăm sóc khách hàng không nghe điện thoại.",Shipping,negative
"Mua xong hối hận không như mong đợi quá nhiều điểm trừ. Máy hoàn thiện kém, hiệu năng yếu, pin không trâu, camera bt. Không có gì đáng mua.",Camera,neutral
"Variation3: đen variation1: nguyên seal máy mới, cấu hình như shop nói, dùng chưa biết, chất lượng sẽ nói sau, tạm thời là vậy.",General,neutral
"Ngoại hình: máy đẹp tân trang hệ điều hành android 9, màn hình hd+ rộng, tỷ lệ màn hình 18,5:9,",Design,positive
"Chất lượng sản phẩm: cũng sử dụng ổn 
Đúng với mô tả: đúng cảm nhận là máy chơi game hơi lag pin tụt hơi nhanh",Battery,negative
điện thoại đẹp cầm nhẹ tay mà thấy nó bị chậm lướt qua lại hoặc mở thấy nó chậm mua cho ba mẹ nghe gọi không thì ổn,Design,positive
còn mới nguyên chưa bóc hộp.,General,neutral
"Thiết kế không có gì nổi bật, phù hợp với mức giá của sản phẩm.",Price,neutral
Sản phẩm: hàng lỗi hoặc bị hư hỏng đang có 45% pin mà lại tự tắt nguồn 😌😌 nói chung không sử dụng được,Battery,negative
"Mình mới nhận được sản phẩm, mới đầu sử dụng cũng tạm ổn. Cửa hàng tư vấn nhiệt tình. Nhân viên giao hàng thân thiện. Hi vọng mọi thứ đều ổn không phải bảo hành",Shipping,positive
"Tạm được trong tầm giá, màn hình xấu ra nắng hiển thị kém.. Màn dù tắt nhưng trong tình trạng vẫn sáng.. Máy màu đen, khe sim màu vàng, nút vân tay màu vàng.. Nói chung tạm chấp nhận..",Price,positive
"pin chai. quảng cáo sai. hiệu năng lag. mới dùng đã thấy pin chai. máy giật, đơ. đóng gói cẩu thả. ship lâu ko lý do. chăm sóc khách hàng ko có tâm",Shop_Service,negative
"Điện thoại cũ tân trang lại, sử dụng được 2 tuần máy đơ, loạn cảm ứng, rất tệ, đúng của nợ. Dẹp ...",Performance,negative
"Đúng với mô tả: đúng 
Tính năng nổi bật: hình thức đẹp. 
Chất lượng sản phẩm: tạm pin sử dụng tạm ổn thôi, không được tốt.",Battery,neutral
Variation3: bạc variation1: nguyên seal giao hàng nhanh. Đúng hàng.,Shipping,positive
"Màu sắc: xanh ngọc 
Dung lượng lưu trữ: 128gb máy đẹp không tì vết luôn nha mọi người, giao hàng nhanh, nhân viên giao hàng nhiệt tình, cảm quan ban đầu rất tốt còn về chất lượng về sau mới biết được, sẽ ủng hộ cửa hàng tiếp trong thời gian tới.",Shipping,positive
"tốt trong tầm giá, săn được với giá rẻ hơn cửa hàng bán ngoài, lần sau sẽ tiếp tục ủng hộ",Price,positive
Điện thoại đẹp dữ thiệt pin khỏe nhận sim nhanh cho tốt cửa hàng chăm sóc tốt giao hàng nhanh khá tốt nha,Shipping,positive
chất lượng sản phẩm pin yếu hơn mô tả. đúng với mô tả thông số pin khác thực tế. tính năng nổi bật camera chụp tối rất tệ. review pin theo specs nói 2 ngày thực tế 6–8 tiếng. camera ban đêm gần như vô dụng ảnh nhiễu. giao hàng chậm không có cập nhật tracking. chăm sóc khách hàng xử lý chậm mất nhiều lần gọi,Camera,negative
"Tính năng nổi bật: to đùng luôn 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Máy đẹp vãiiii ý, nhìn sang sang, to cầm sướng tay, sử dụng tốt tại mình không sử dụng tác vụ nặng với choie game. màn đẹp, pin trâu 🐮! phù hợp giá tiền học sinh!",Display,positive
"kém chất lượng sai lệch thiếu đóng gói yếu ớt. shipping trễ, phí khủng.,",Packaging,negative
"kém khác dở camera focus chậm. pin yếu.,",Battery,negative
"camera chụp thiếu sáng rất tệ. ảnh tối, bệt màu. chất lượng ảnh tối kém, noise nhiều. ảnh chụp tối ko thể dùng dc, quá noise. hiệu năng thỉnh thoảng giật nhẹ. pin dùng ổn nhưng sạc hơi lâu",Camera,negative
"Tính năng nổi bật: chơi game 
Chất lượng sản phẩm: rất tốt 
Đúng với mô tả: đúng chơi game rất mượt, gần như không có hiện tượng tụt fps, chỉ là tốc chiến không lên được 90 nhưng luôn cố định ở 75, chỉ có mạng lag chứ fps vẫn xanh",Performance,positive
"Nhóm màu: vàng 
Dung lượng lưu trữ: 16gb điện thoại chưa sử dụng nhiều nên chưa biết nhưng pin thì hết nhanh",Battery,negative
Để là hàng dễ vở rồi mà nhìn cái hộp móp mé không chấp nhận được kiểu giao hàng này,Packaging,negative
Quy trình đóng gói sản phẩm khi vận chuyển gồm những bước nào?,Shipping,neutral
không biết hàng onl với hàng ngoài store có giống nhau không mà mua onl sử dụng htrc hôm sau nè các bác :))) để điện thoại trong túi quần lôi ra cái như này ạ. Không hề làm rơi vì vừa mua sử dụng chưa được 1 ngày giữ như gì luôn. Như hàng mã vậy trờiiii,General,negative
variation3: bạc variation1: nguyên seal máy mới mọi thứ đều tốt,General,positive
"Ê đẹp nha, chắc tay, máy đẹp lắm luôn, cái màu nó đẹp xuất sắc, camera thiết kế tinh tế như ip 16 promax vậy á. Pin 7000 mah nữa",Design,positive
"Nhóm màu: xanh than sản phẩm đúng với mô tả, hình ảnh đẹp, sử dụng một thời gian mới biết chất lượng như thế nào, hai sim thuận lợidễ sử dụng và điều hướng, nhỏ gọn và nhẹ nhàng, giá cả phải chăng cho một chiếc điện thoại 4g,",Design,positive
"pin ko ổn định, tụt từ 50% xuống 20% rất nhanh. máy bị nóng bất thường. ship bị thất lạc đơn hàng nên phải chờ đợi rất lâu.",Shipping,negative
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w giao hàng nhanh. máy nguyên seal, mua lúc khuyến mãi giá rất tốt. 5 sao",Price,positive
"Kém chất lượng sai kém chăm sóc kh chậm như chết. Đóng gói tệ hại.,",Packaging,negative
"Kém tư vấn sai nhân viên không am hiểu sản phẩm,",Shop_Service,negative
thời gian giao hàng bị kéo dài. bên vận chuyển báo sai thông tin. hỗ trợ chăm sóc khách hàng quá tệ. giao hàng mất 10 ngày chứ k phải 3-5 ngày như cam kết. chăm sóc khách hàng còn k biết hàng đang ở đâu,Shop_Service,negative
"Kém, body lỏng sai, ảnh quảng cáo lừa dối lag nặng, khởi động lâu, ship trễ 3 ngày,",Performance,negative
Đặt màu blue là xanh sao lại gửi loại xanh nhạt như màu sữa vậy cửa hàng,General,negative
"Cửa hàng hỗ trợ nhiệt tình và giao hàng nhanh lắm. Hàng chuẩn như mô tả. Máy đẹp mới mượt. Rất ưng khi mua được em hàng ngon bổ rẻ này, mua ngày sale lại càng thơm",Price,positive
"Giao hàng nhanh lẹ , đóng gói cẩn thận rất hài lòng với sản phẩm đã nhận được sẽ ủng hộ cửa hàng nếu có nhu cầu , chấm cửa hàng 5 sao .",Shipping,positive
Cửa hàng giao hàng nhanh hàng đóng gói cẩn thận sẩn phẩm tốt đúng mô tả pin hơi oải còn lại mọi thứ tốt không biết cập nhật lên androi có hô trợ lên 13 không chứ 11 hơi nóng máy,Software,negative
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Camera,negative
"Đúng với mô tả: tốt 
Tính năng nổi bật: tốt 
Chất lượng sản phẩm: ngoại hình máy được khoảng 87% cửa hàng đóng gói kĩ càng cẩn thận",Design,neutral
Sau một khoảng thời gian sử dụng thấy ổn. Không bị lỗi hệ thống. Nhưng bị một lỗi là màn hình đốm trắng ( hơi mờ ). Pin hơn 2400. Giá 570k cũng được.,Display,negative
"Điện thoại quá tệ mua oppo a56 nhưng chip thì a53 vỏ a56, ram có 4gb fake lên 8gb, rom 128gb fake 256gb lại còn màn hình lô, pin thì sạc 8 tiéng chưa đầy má đêch biết nói gì luôn, nói chung đây là máy dựng hàng si đa quá tệ, không cần gấp sử dụng chắc t trả hàng rồi mọi người nên xem xét lại kỹ trc khi mua máy ở đây",Display,negative
"Cũng ổn với giá này, còn chất lượng thì chưa đánh giá được phải sử dụng lâu mới biết, sử dụng chơi tạm thì được còn sử dụng thiệt thì cũng không tốt lắm",Price,neutral
Mình đã ủng hộ cửa hàng 3 lần nhưng lần nào cũng thất vọng cái quan trọng thì không tải được cửa hàng không hỗ trợ mấy,General,negative
"Nhóm màu: tai nghe .. 
Dung lượng lưu trữ: 8gb máy sử dụng ổn chụp hình nét giao hàng nhanh",Camera,positive
"giao hàng nhanh chóng, đóng gói cẩn thận, chất lượng sản phẩm tốt, đúng như miêu tả",Packaging,positive
Màu sắc: trắng-lock sim sử dụng tốt..,General,positive
Phần mềm đi kèm phiên bản theo đúng thông tin trên hộp,Software,neutral
"giá rẻ giao hàng nhanh , chất lượng máy phù hợp giá tiền, mình mua máy được nửa ngày thấy có chút lag nên bán lại luôn",Performance,negative
"Sản phẩm: hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém máy sài được hơn 10 ngày lỗi mic không thể nghe gọi ghi âm được nhưng nhắn cửa hàng không phản hồi",Shop_Service,negative
"camera selfie bị méo. ảnh ko thật. thiếu chi tiết. chụp selfie gương mặt bị méo nhẹ ở góc, nhìn ko tự nhiên. chăm sóc khách hàng khó chịu",Camera,negative
"Phiên bản: bản 2 sim 
Dung lượng lưu trữ: 256gb mình đặt máy 256gb. Cửa hàng gửi máy chỉ có 128gb. Yêu cầu cửa hàng đổi máy gấp. Sau khi làm việc với cửa hàng mình tốt rồi nhé",Shop_Service,positive
Camera cho ảnh ở mức trung bình trong điều kiện ánh sáng tiêu chuẩn.,Camera,neutral
"pin sụt nhanh, máy nóng. không. không. pin và hiệu năng đều tệ. thái độ shipper không tốt, ném hàng.",Shipping,negative
"Tệ thất hứa pin hao nhanh khi standby, chăm sóc thờ ơ gọi mãi không nghe máy, hiệu năng chậm chạp mở web cũng ""chậm""",Battery,negative
"Nhóm màu: đen 
Dung lượng lưu trữ: 16gb sản phẩm rất tốt",General,positive
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w điện thoại tốt.. nhưng nhanh hết pin quá cửa hàng",Battery,negative
"Hiệu năng chậm khởi động, đóng gói lỏng làm lệch màn. Camera zoom kỹ thuật số pixelate, pin hao khi kết nối không dây.",Battery,negative
"Chất lượng sản phẩm: tệ
Tuy có nút tricger để chuyên game nhưng phải nói thật là điện thoại này chơi game rất tệ.bắt sóng wife yếu,load game sau mỗi trận thường đơ màn hình.theo suy luận của mình là điện thoại đã qua xửa chữa hoặc xào nấu.hiện tượng đơ màn hình này thường là ro thay màn rin bằng màn lô giá rẻ.mọi người nên cảnh giác trước khi mua điện thoại cửa hàng này",Display,negative
Màu sắc: vàng dung lượng lưu trữ 1TB,General,neutral
Chất lượng sản phẩm: Màn hình có kích thước tiêu chuẩn cho một chiếc điện thoại.,Design,neutral
Mức giá của sản phẩm tương ứng với cấu hình được công bố. Chính sách bảo hành hợp lý.,Price,neutral
"Nhóm màu: xanh ngọc 
Dung lượng lưu trữ: 128gb hàng chất lượng. Còn nguyên cả seal viền cạnh. Lúc đầu pin tụt hơi nhanh chắcvlaau chưa sạc. Sau 5 ngày sử dụng thâý pin rất tốt. Không biết sau thế nào. Cửa hàng tư vấn rất nhiệt tình",Shop_Service,positive
"Chất lượng sản phẩm: tốt , mượt 
Đúng với mô tả: đúng mô tả hàng bền đẹp sài ngon 
Tính năng nổi bật: có thể tải nhiều app rất mượt và chụp ảnh đẹp điện thoại đẹp đúng mô tả. chủ yếu bình luận để lấy xu thôi nói chung là hàng tốt",Software,positive
"Hối hận thực sự đúng máy nhưng sai lầm tất cả đều tệ. Đây là sản phẩm công nghệ tệ nhất mình từng mua. Pin yếu, hiệu năng lag, camera xấu, máy nóng, phần mềm lỗi. Mình khuyên thật lòng mọi người nên tránh xa mẫu máy này ra, đừng để mất tiền oan như mình.",Battery,negative
"Giao hàng ""chậm"" không báo trước, đóng gói chỉ túi nilon. Camera zoom kỹ thuật số kém, pin không như quảng cáo.",Battery,negative
phiên bản hệ điều hành đi kèm là bản mới nhất,Software,neutral
"Màu sắc: đen opal 8gb/128gb 🔋 
Thời lượng pin:tốt ⚡ 
Hiệu suất: tốt 📸 
Chất lượng camera:camera chụp đẹp",Performance,positive
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tạm 
Đúng với mô tả: tốt
Xiaomi poco c71 là một chiếc điện thoại thông minh giá rẻ với nhiều ưu điểm nổi bật như màn hình lớn 6.88 inch, tần số quét 120hz, pin 5200mah và camera kép 32mp. Máy được trang bị bộ vi xử lý unisoc t7250, ram 4gb, bộ nhớ trong 128gb và chạy trên hệ điều hành android 15 với giao diện hyperos. Thông tin chi tiết về poco c71: màn hình: kích thước 6.88 inch, độ phân giải hd+ (1640 x 720), tần số quét 120hz, mang lại trải nghiệm hình ảnh mượt mà và sắc nét. Chipset: unisoc t7250, chip 8 nhân với 2 nhân cortex-a75 và 6 nhân cortex-a55, đảm bảo hiệu năng ổn định cho các tác vụ cơ bản và một số tác vụ nặng hơn. Ram: 4gb, có thể mở rộng thêm ram ảo, giúp cải thiện khả năng đa nhiệm. Bộ nhớ trong: 128gb, có thể mở rộng bằng thẻ nhớ microsd. Camera: camera sau: 32mp, khẩu độ f/1.8, hỗ trợ chụp ảnh ai. Camera trước: 8mp, khẩu độ f/2.0, hỗ trợ làm đẹp và chụp ảnh selfie. Pin: 5200mah, cho thời lượng sử dụng lâu dài, kết hợp với sạc nhanh 15w. Hệ điều hành: android 15 với giao diện hyperos, mang đến trải nghiệm người sử dụng mượt mà và nhiều tính năng mới. Thiết kế: thiết kế hiện đại, trẻ trung với các tùy chọn màu sắc như đen, vàng và xanh dương. Các tính năng khác: cảm biến vân tay tích hợp vào nút nguồn, kháng nước bụi ip52. Poco c71 hướng",Camera,positive
Hàng zin cũ nên sử dụng tạm ổn hàng quốc tế nhưng thực chất là hàng tàu nên không sử dụng được goole vì bị cấm hỏi cửa hàng mãi sao để cài đặt apk trên máy này mà vẫn chưa thấy phản hồi,Performance,neutral
"Nhóm màu: đen mua lần 2, cũng như lần đầu, giống mô tả, phù hợp nhu cầu sử dụng, hy vọng giá tốt hơn nữa,... Hiệu suất mượt mà và nhạy bén, bộ xử lý nhanh chóng và hiệu quả, thời lượng pin lâu dài,",Battery,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb bóng bẩy và thanh lịch, giá trị tuyệt vời cho số tiền bỏ ra, hiệu suất mượt mà, màn hình sống động,",Price,positive
"Nhóm màu: blue 
Dung lượng lưu trữ: 128gb bóng bẩy và thanh lịch, tuổi thọ pin lâu dài, giá trị tuyệt vời cho số tiền bỏ ra, thiết kế tuyệt đẹp,",Price,positive
color: đen-l tốt.nhưng hỏi.mõng.,Others,neutral
Cửa hàng đóng gói kỹ và giao hàng siêu nhanh. Chỉ có 1 ngày đã có. Mượt với các tác vụ thông thường trong tầm giá. Có đầy đủ chplay,Packaging,positive
"điện thoại cug còn mới, chưa sử dụng nên chưa bít ntn. giao hàng đúng hẹn. cửa hàng 5 sao",Shipping,positive
"Cửa hàng giao hàng nhanh , đặt hôm nay là ngày sau nhận được . Máy mượt , đã thử tex tầm 2 tiếng , máy không bị nóng , không nóng máy với lướt mượt là tốt . Với giá này mà được con điện thoại ngon lành . Chỉ có điểm trừ là cửa hàng giao sai màu nhé đặt xanh nhạt mà giao xanh đậm . Với mặt sau hơi trầy . Nhưng máy ngon cũng chấp nhận được . Vừa rẻ vừa ngon nên mua nhé mọi người",Shipping,positive
"Điện thoại mượt mà, giá quá ổn, pin ổn. Cửa hàng tư vấn nhiệt tình và vui vẻ. Cảm ơn!",Shop_Service,positive
"Chất lượng sản phẩm: tạm thôi 
Đúng với mô tả: đúng mô tả 
Tính năng nổi bật: pin khỏe, cảm ứng mượt màn hình hiển thị hơi tối, nghe nhạc thì lúc to, lúc nhỏ không ổn định.",Battery,positive
"Chất lượng sản phẩm: kém 
Đúng với mô tả: không 
Tính năng nổi bật: không lên với giá tiền này thì mình không đòi hỏi nhiều 😗😆😆 mua rẻ thì cũng hên sui xác định bật được 15 phút xong khỏi lên luôn xạc pin không lên nguồn luôn cửa hàng nên làm ăn lại mình cũng không yêu cầu hoàn trả nhưng làm ăn không có tâm hihi mọi người cân nhắc trước khi mua",Price,positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: điện thoại màn hình cong 
Đúng với mô tả: đúng được giao cho con điện thoại có ngoại hình siêu mới luôn, màu trắng nhìn mê thật sự, sử dụng mượt, chơi game ngon fps khi chơi game rất tốt, không nóng lắm, màn lên được 90hz, coi video của akira không lag luôn anh em, loa to rõ của harman, trải nghiệm quá tuyệt vời sau gần 1 tuần",Performance,positive
Sử dụng nhiều máy rồi cơ mà đây là lần đầu mua cái màu hợp mệnh đến thế. Máy nguyên seal chưa cài đặt gì luôn nha. Cửa hàng chơi kỳ ghê nhưng mà nhận máy hài lòng nhé😊,General,positive
Vỏ máy được làm từ nhựa và kim loại.,Design,neutral
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 6gb+128gb cửa hàng chuẩn bị hàng khá nhanh , nhưng đơn vị vận chuyển thì hơi chậm , dẫn đến giao hàng chậm hơn dự kiến nhiều ngày.",Shipping,negative
"Màu sắc: bạc 
Phân loại: nguyên seal không sạc sản phẩm chất lượng. Nếu có nhu cầu sẽ ủng hộ cửa hàng nữa",General,positive
"nhận hàng nguyên seal. máy đẹp, mượt, nhân viên tư vấn nhiệt tình, hàng giao nhanh, tất cả đều tốt 🥰",Shop_Service,positive
"Màn hình hiển thị màu sắc bình thường, không quá nổi bật. Phần mềm vận hành tạm ổn cho các nhu cầu cơ bản.",Software,neutral
"Hàng đúng mô tả , tiền nào của nấy",Price,positive
