sentence,aspect,sentiment
"Hoàn thiện vỏ ọp ẹp, mép máy không khít. Hình quảng cáo khác thực tế. Chống nước gần như vô tác dụng. Máy sử dụng vài ngày phát ra tiếng lạ, gửi bảo hành mất tuần",Shop_Service,Negative
"Màu sắc: đen 
Phân loại: nguyên seal máy nguyên mới chưa active, tuy nhiên hộp đóng lại nên không có seal. Nhưng máy mới 100% mình cảm thấy hài lòng máy còn nguyên mùi nhựa mới. Đóng gói hàng hoá có niêm phong bên ngoài tránh bị đổi tráo hàng.nếu có dịp mình sẽ ủng hộ cửa hàng thêm lần nữa.",Packaging,Positive
"Đúng với mô tả: hàng đúng như mô tả. 
Chất lượng sản phẩm: chất lượng thì chắc sử dụng mới biết ... Nhưng nhìn chung máy rất chất. 
Tính năng nổi bật: cửa hàng đã giao đúng màu mình muốn, đúng số 8g - 256gb.",Design,Positive
"Chất lượng sản phẩm: tuyệt! 
Đúng với mô tả: yes! anh chị nhân viên nhiệt tình, thân thiện, dịch vụ tốt, sản phẩm chất lượng!",Shop_Service,Positive
Chất lượng ảnh chụp từ camera ở mức đủ dùng để lưu trữ khoảnh khắc hàng ngày.,Camera,Neutral
màu hàng với giá này là quá tốt nhé mí bà hàng tốt không có gì phải nói 10điem …,Price,Positive
Thiết kế khung viền được làm từ hợp kim nhôm,Design,Neutral
"Đóng gói cẩn thận,thanh toán khi giao tiện lợi,mỗi tội không được kiểm hàng",Packaging,Positive
"Đóng gói cẩn thận,thanh toán khi giao tiện lợi,mỗi tội không được kiểm hàng",Shipping,Neutral
Chất lượng sản phẩm: như mô tả sản phẩm tốt giá cả hợp lý,Price,Positive
"Hàng nguyên seal 👍🏻✅ ngon lành cành đào ✅👍🏻tính năng nfc trên này không sao chép thẻ thang máy vào được, app gốc wallet bên cái iqooz9 thì add vào sử dụng vô tư 😎 5g thì không có cũng không sao😎 máy cầm trên tay rất ư là sướng như hàng flagship 👍🏻✅",General,Positive
Máy tự tắt nguồn liên tục. Cửa hàng bán sản phẩm kém chất lượng.,General,Negative
Tính năng nổi bật: cũng tốt với tầm giá đó thì quá là tốt rồi,Price,Positive
"Màu sắc: desert 
Dung lượng lưu trữ: 256gb ⚡ 
Hiệu suất: tuyệt vời",General,Positive
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu nhân viên nhiệt tình .máy đẹp sử dụng rất ổn .mọi người nên mua",Design,Positive
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu nhân viên nhiệt tình .máy đẹp sử dụng rất ổn .mọi người nên mua",Shop_Service,Positive
"Nhóm màu: màu đen bán hàng uy tín nè giao đúng máy đúng sản phẩm nhân viên tư vấn nhiệt tình về chất lượng máy sử dụng khá êm, mướt bắt sóng tốt đường truyền rất ổn định không lag tốt nhé",Performance,Positive
"Nhóm màu: màu đen bán hàng uy tín nè giao đúng máy đúng sản phẩm nhân viên tư vấn nhiệt tình về chất lượng máy sử dụng khá êm, mướt bắt sóng tốt đường truyền rất ổn định không lag tốt nhé",Shop_Service,Positive
"Tính năng nổi bật: đẹp 
Chất lượng sản phẩm: tốt
Máy đẹp, tốt , sử dụng 1 thời gian xem sao",Design,Positive
"khuyết điểm chức năng đa nhiệm kém. Mở 3 app là bị lag, reload liên tục, không sử dụng được.,",Performance,Negative
"Dung lượng lưu trữ: samsung galaxy m21 
Nhóm màu: đen sản phẩm khá tốt trong tầm giá. màn hình đã được thay thế, nhưng rất mượt. phụ kiện kèm theo rất đầy đủ. cám ơn cửa hàng về sản phẩm.",Display,Positive
"Dung lượng lưu trữ: samsung galaxy m21 
Nhóm màu: đen sản phẩm khá tốt trong tầm giá. màn hình đã được thay thế, nhưng rất mượt. phụ kiện kèm theo rất đầy đủ. cám ơn cửa hàng về sản phẩm.",Price,Positive
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb tuổi thọ pin lâu dài, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, giao hàng nhanh chóng và an toàn, tùy chọn thanh toán dễ dàng và tiện lợi, dung lượng lưu trữ lớn,",Battery,Positive
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb tuổi thọ pin lâu dài, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, giao hàng nhanh chóng và an toàn, tùy chọn thanh toán dễ dàng và tiện lợi, dung lượng lưu trữ lớn,",Camera,Positive
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb tuổi thọ pin lâu dài, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, giao hàng nhanh chóng và an toàn, tùy chọn thanh toán dễ dàng và tiện lợi, dung lượng lưu trữ lớn,",Shipping,Positive
"color: đen-2xl dễ phối đồ và linh hoạt, thời trang hàn quốc đang thịnh hành, thiết kế phong cách và xu hướng, tuyệt vời cho phong cách đường phố,",Others,Neutral
Dịch vụ khách hàng phản hồi theo quy trình và cung cấp thông tin cần thiết.,Shop_Service,Neutral
Thời gian bảo hành chính hãng được áp dụng là 12 tháng.,Shop_Service,Neutral
"Nhóm màu: vàng 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn, tuổi thọ pin lâu dài, tuổi thọ pin lâu dài,",Battery,Positive
"Nhóm màu: vàng 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn, tuổi thọ pin lâu dài, tuổi thọ pin lâu dài,",Shipping,Positive
"Camera có độ phân giải 108MP, sẽ đánh giá chất lượng ảnh sau.",Camera,Neutral
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt 
Đúng với mô tả: tốt
Nhấn vào một đoạn để dán vào hộp văn bản.chạm và giữ một đoạn để ghim đoạn đó. các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.sử dụng biểu tượng chỉnh sửa để ghim, thêm hoặc xóa đoạn.",Others,Neutral
"Màu sắc: xanh biển tuy giao lộn nhưng nhìn tổng quan hàng vẫn tốt,đẹp,giá cũng hợp lý, chất lượng phải thời gian mới biết,cửa hàng nhiệt tình, tốt",Design,Positive
"Màu sắc: xanh biển tuy giao lộn nhưng nhìn tổng quan hàng vẫn tốt,đẹp,giá cũng hợp lý, chất lượng phải thời gian mới biết,cửa hàng nhiệt tình, tốt",Price,Positive
"Màu sắc: xanh biển tuy giao lộn nhưng nhìn tổng quan hàng vẫn tốt,đẹp,giá cũng hợp lý, chất lượng phải thời gian mới biết,cửa hàng nhiệt tình, tốt",Shop_Service,Positive
sẽ đánh giá sản phẩm sau khi sử dụng một thời gian.,General,Neutral
"Sản phẩm: sản phẩm chất lượng kém hình thức thì đúng như quảng cáo, pin thì quá tệ. Xạc đầy để không 2h tự hết, vứt đi",Battery,Negative
"Máy nát và chậm lắm , nói tóm lại tiền nào của nấy , lại còn bị cong vênh",Performance,Negative
"Máy nát và chậm lắm , nói tóm lại tiền nào của nấy , lại còn bị cong vênh",Price,Negative
"Trước mình cũng mua máy xiaomi 12 nhưng không nhanh hết pin như con máy này , máy này xuống pin nhanh mà máy mới nguyên sao đã dán cường lực luôn rồi nhỉ",Battery,Negative
"Trước mình cũng mua máy xiaomi 12 nhưng không nhanh hết pin như con máy này , máy này xuống pin nhanh mà máy mới nguyên sao đã dán cường lực luôn rồi nhỉ",Display,Neutral
Hiệu năng của máy ở mức đủ dùng cho các nhu cầu cơ bản hàng ngày.,Performance,Neutral
Bộ nhớ trong đủ dùng cho việc lưu trữ cơ bản không quá nhiều dữ liệu.,General,Neutral
Chất lượng sản phẩm: hiệu năng phù hợp với cấu hình máy như trong thông số.,Performance,Neutral
Tốc độ sạc không đúng như mô tả. Sạc vào rất chậm. Máy nóng khi cắm sạc. Quảng cáo 65w nhưng sạc như 18w. Pin sử dụng nhanh hết. Chăm sóc khách hàng không giải thích được,Battery,Negative
Tốc độ sạc không đúng như mô tả. Sạc vào rất chậm. Máy nóng khi cắm sạc. Quảng cáo 65w nhưng sạc như 18w. Pin sử dụng nhanh hết. Chăm sóc khách hàng không giải thích được,Shop_Service,Negative
"Mua 4 lần rồi máy tốt thì ks lần này mua thì thấy lỗi có dấu hiệu thì không giải thích rõ ràng chỉ chốt câu bên bảo hành không báo lại không có lỗi ( không giải thích là tại sao máy lại bị vậy , hay như nào khiến tình trạng đó xảy ra chỉ biết là bảo hành bảo không lỗi là không lỗi 🙏🏻 ) thời gian xử lí thì lâu , hỏi thì bên này đùn bên kia sợ thật , đang cbi nhận máy lại để xem tình trạng nnao chứ 1 sao này dành cho dịch vụ chăm sóc khách hàng tệ còn máy nếu hỏng mà không được đổi trả thì đúng -1 sao ?",Shop_Service,Negative
Không thấyy đơn hàng đến mà vẫn báo hoàn thành?,Shipping,Negative
Màu sắc: màu trắng pin chai...sử dụng 10p là máy nóg tự tắt nguồn,Battery,Negative
Hàng chính hãng nhận hàng là nguyên seal. Đợi sử dụng 1 thời gian xem như thế nào. Đánh giá lại sau,Packaging,Positive
Hàng chính hãng nhận hàng là nguyên seal. Đợi sử dụng 1 thời gian xem như thế nào. Đánh giá lại sau,General,Neutral
Màn hình lắt quá phải tắc màn hình rồi mở lại mới ổn định chắc đi thay màn hình mới sài được,Display,Negative
"Gõ tin nhắn bị ""chậm"", nhiều khi nhắn nhầm người.",General,Negative
"Dở tệ sai lệch dở đóng gói kém. Pin yếu, sạc lâu.,",Battery,Negative
"Dở tệ sai lệch dở đóng gói kém. Pin yếu, sạc lâu.,",Packaging,Negative
Sử dụng được 1 tuần rồi hư luôn,General,Negative
"Chất lượng sản phẩm: tuyeet voiw 
Tính năng nổi bật: đầy đủ tính năng của apple 
Đúng với mô tả: chuẩn những gì đã mô tả cửa hàng ảnh mang tính chất nhận xu",General,Positive
"Dỏm khác hẳn nóng ran như lò nướng bánh mì kẹp, hỗ trợ khách hàng chậm chạp thái độ cộc lốc kiểu 'muốn gì nữa hả', pin hao nhanh dù chỉ lướt tiktok cười ngặt nghẽo",Battery,Negative
"Dỏm khác hẳn nóng ran như lò nướng bánh mì kẹp, hỗ trợ khách hàng chậm chạp thái độ cộc lốc kiểu 'muốn gì nữa hả', pin hao nhanh dù chỉ lướt tiktok cười ngặt nghẽo",Shop_Service,Negative
Nhóm màu: đen sản phẩm đúng như trình bày dong gói kỹ giao hàng nhiệt tình chất lượng máy hoạt động bình thường loa nghe gọi to rõ màn hình lcd không đẹp lắm chấp nhận tiền nào của nấy sẽ ủng hộ cửa hàng lần sau nữa,Display,Neutral
Nhóm màu: đen sản phẩm đúng như trình bày dong gói kỹ giao hàng nhiệt tình chất lượng máy hoạt động bình thường loa nghe gọi to rõ màn hình lcd không đẹp lắm chấp nhận tiền nào của nấy sẽ ủng hộ cửa hàng lần sau nữa,Packaging,Positive
Nhóm màu: đen sản phẩm đúng như trình bày dong gói kỹ giao hàng nhiệt tình chất lượng máy hoạt động bình thường loa nghe gọi to rõ màn hình lcd không đẹp lắm chấp nhận tiền nào của nấy sẽ ủng hộ cửa hàng lần sau nữa,Price,Neutral
Nhóm màu: đen sản phẩm đúng như trình bày dong gói kỹ giao hàng nhiệt tình chất lượng máy hoạt động bình thường loa nghe gọi to rõ màn hình lcd không đẹp lắm chấp nhận tiền nào của nấy sẽ ủng hộ cửa hàng lần sau nữa,Shipping,Positive
Nhóm màu: đen sản phẩm đúng như trình bày dong gói kỹ giao hàng nhiệt tình chất lượng máy hoạt động bình thường loa nghe gọi to rõ màn hình lcd không đẹp lắm chấp nhận tiền nào của nấy sẽ ủng hộ cửa hàng lần sau nữa,General,Positive
Cho mình hỏi cách bật chế độ bảo vệ mắt cho màn hình ở đâu?,Display,Neutral
"hoàn thiện kém tạm chấp nhận camera sau có bụi. camera có hạt bụi bên trong, vỏ nhựa thì ọp ẹp, rẻ tiền.",Camera,Negative
"hoàn thiện kém tạm chấp nhận camera sau có bụi. camera có hạt bụi bên trong, vỏ nhựa thì ọp ẹp, rẻ tiền.",Design,Negative
Giao hàng nhanh và tư vấn nhiệt tình sản phẩm ngoại hình và chất lượng tốt đáng điểm 10 giá so với mấy mẫu tiền nhiệm thì con này ăn đứt nên đáng đồng tiền mình bỏ ra.,Price,Positive
Giao hàng nhanh và tư vấn nhiệt tình sản phẩm ngoại hình và chất lượng tốt đáng điểm 10 giá so với mấy mẫu tiền nhiệm thì con này ăn đứt nên đáng đồng tiền mình bỏ ra.,Shop_Service,Positive
Giao hàng nhanh và tư vấn nhiệt tình sản phẩm ngoại hình và chất lượng tốt đáng điểm 10 giá so với mấy mẫu tiền nhiệm thì con này ăn đứt nên đáng đồng tiền mình bỏ ra.,Shipping,Positive
Giao hàng nhanh. Hôm trước đặt hôm sau giao rồi. Giao đúng và nhanh sử dụng tốt ạ,Shipping,Positive
đã mua nhiều lần khá uy tín trộm vía sử dụng khá tốt hình ảnh và video chỉ mang tính chất nhận xu,General,Positive
Phần mềm đi kèm các tính năng theo phiên bản tiêu chuẩn.,General,Neutral
Giao hàng cho khách mà máy không còn tý pin nào .chắc là hàng tân trang của xiaomi,Battery,Negative
"Đúng với mô tả: màu vàng đúng 
Chất lượng sản phẩm: tốt
Quá",General,Positive
Pin phồng sau 2 tuần. Tuổi thọ bền lâu sai. Tối ưu pin thất bại bảo hành cực kỳ rắc rối,Battery,Negative
Pin phồng sau 2 tuần. Tuổi thọ bền lâu sai. Tối ưu pin thất bại bảo hành cực kỳ rắc rối,Shop_Service,Negative
Màu sắc: vàng giao hàng nhanh nhận sim nhanh điện thoại thì đẹp mua thêm vài cái nữa đó cửa hàng ơi,Design,Positive
Màu sắc: vàng giao hàng nhanh nhận sim nhanh điện thoại thì đẹp mua thêm vài cái nữa đó cửa hàng ơi,Shipping,Positive
"Máy là oppo a9 chứ không phải f11 thông số ảo mình đã mua 2 cái đều bị y vậy nhưng giá rẻ , sử dụng cũng khá mượt. Nói chung chấp nhận được",Performance,Positive
"Máy là oppo a9 chứ không phải f11 thông số ảo mình đã mua 2 cái đều bị y vậy nhưng giá rẻ , sử dụng cũng khá mượt. Nói chung chấp nhận được",Packaging,Negative
"Máy là oppo a9 chứ không phải f11 thông số ảo mình đã mua 2 cái đều bị y vậy nhưng giá rẻ , sử dụng cũng khá mượt. Nói chung chấp nhận được",Price,Positive
"Đúng với mô tả: không đúng mô tả 
Chất lượng sản phẩm: tệ. Pin không sạc vào còn 7% sập nguồn",Battery,Negative
Ngoại hình: máy đẹp tân trang dien thoaitốt,Design,Positive
Biết sớm bom luôn rồi chán,General,Negative
"Máy thay màn lô , sạc kèm cũng đồ ho lao , back hàng ,1*",Battery,Negative
"Máy thay màn lô , sạc kèm cũng đồ ho lao , back hàng ,1*",Display,Negative
"Color family: random color sản phẩm: không có gì để chê, tặng cửa hàng 5 saomáy móc sử dụng mướt mườn mượt. Tốt nha đúng tiêu chí ngon, bổ mà còn rẻ nữa.. Mua máy này quá xứng đáng đồng tiền bát gạo luôn",Performance,Positive
"Color family: random color sản phẩm: không có gì để chê, tặng cửa hàng 5 saomáy móc sử dụng mướt mườn mượt. Tốt nha đúng tiêu chí ngon, bổ mà còn rẻ nữa.. Mua máy này quá xứng đáng đồng tiền bát gạo luôn",Price,Positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: nhẹ 
Đúng với mô tả: đúng màu hồng đẹp, bánh bèo mới sử dụng được 2 ngày nên chưa test được pin ổn so với tầm giá mọi người nên mua nhé",Battery,Positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: nhẹ 
Đúng với mô tả: đúng màu hồng đẹp, bánh bèo mới sử dụng được 2 ngày nên chưa test được pin ổn so với tầm giá mọi người nên mua nhé",Design,Positive
Dung lượng lưu trữ: 32gb chất lượng: tốt nên mua của sop giá hợp lý nên mua,Price,Positive
"Chất lượng sản phẩm: tốt trong tầm giá 
Đúng với mô tả: đúng với mô tả",Price,Positive
Về chất lượng sản phẩm thì cần phải có thời gian trải nghiệm,General,Neutral
"Nhóm màu: màu đen đậm 
Dung lượng lưu trữ: 64gb sản phẩm tốt hơn mong đợi, chạy mượt.",Performance,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận được hàng rồi ạ.không có gì để chê, nói chung là, rất ưng ý, mẫu mã đẹp, cấu hình ổn. nhân viên dễ xương tư vấn nhiệt tình. cảm ơn cửa hàng nhee,tặng cửa hàng 5 sao ,",Design,Positive
"Màu sắc: màu ngẫu nhiên sản phẩm: đã nhận được hàng rồi ạ.không có gì để chê, nói chung là, rất ưng ý, mẫu mã đẹp, cấu hình ổn. nhân viên dễ xương tư vấn nhiệt tình. cảm ơn cửa hàng nhee,tặng cửa hàng 5 sao ,",Shop_Service,Positive
"Có hỗ trợ khi gặp máy lỗi , khá có tâm",Shop_Service,Positive
ngoại hình: máy cũ trầy xước nhẹ tối,Design,Negative
"Máy có hỗ trợ quay video 4K, mình chưa quay thử nên chưa rõ về chất lượng.",Camera,Neutral
Ngoại hình: máy cũ trầy xước nhẹ tốt so voi tầm giá,Design,Negative
Ngoại hình: máy cũ trầy xước nhẹ tốt so voi tầm giá,Price,Positive
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb quá là chất .giao hàng nhanh hơn tôi nghĩ. tốt lắm luôn.kkkkkk",Shipping,Positive
Sản phẩm giống cửa hàng mô tả mọi người cần có mua ủng hộ sản phẩm giống quảng cáo mọi người mua ủng hộ sản phẩm màu giống sẽ ủng hộ cửa hàng lần sau,General,Positive
"Cửa hàng giao hàng nhanh, đóng gói kỹ. Máy tốt, chạy mượt. Rất đáng tiền cho 1 game ming phone giá rẻ. Cảm ơn cửa hàng",Performance,Positive
"Cửa hàng giao hàng nhanh, đóng gói kỹ. Máy tốt, chạy mượt. Rất đáng tiền cho 1 game ming phone giá rẻ. Cảm ơn cửa hàng",Packaging,Positive
"Cửa hàng giao hàng nhanh, đóng gói kỹ. Máy tốt, chạy mượt. Rất đáng tiền cho 1 game ming phone giá rẻ. Cảm ơn cửa hàng",Price,Positive
"Cửa hàng giao hàng nhanh, đóng gói kỹ. Máy tốt, chạy mượt. Rất đáng tiền cho 1 game ming phone giá rẻ. Cảm ơn cửa hàng",Shipping,Positive
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Camera,Negative
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Performance,Positive
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Packaging,Negative
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Shop_Service,Negative
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,Shipping,Negative
chất lượng sản phẩm mic thu âm kém tiếng rè. đúng với mô tả không đề cập mic yếu. tính năng nổi bật âm thanh & camera không tốt. review gọi điện nghe vọng đối phương than rè. camera quay video cũng có noise. hiệu năng tổng thể ổn thôi. đóng hộp đơn giản ship delay. chăm sóc khách hàng trả lời bằng mẫu không hỗ trợ kỹ thuật sâu,General,Negative
Điện thoại sử dụng cũng tốt ạ. Mua giùm cho bố ảnh video mang tính chất nhận xu,General,Positive
Giá rẻ nhưng mang trong mình một ngoại hình của những chiếc điện thoại đắt tiền rất ưng lần sau sẽ ủng hộ cửa hàng tiếp,Design,Positive
Giá rẻ nhưng mang trong mình một ngoại hình của những chiếc điện thoại đắt tiền rất ưng lần sau sẽ ủng hộ cửa hàng tiếp,Price,Positive
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Hơi hoài nghi một chút khở động máy bình thường, unbox bình thường nhưng lúc tải app về thì chờ mãi không tải xuống được, mua từ chiều tầm tối mới tải xong chẳng hiểu nổi rủi ro quá. Khuyên mọi người nên kiểm tra kỹ lưỡng",General,Negative
"Camera tele không nét, ảnh chụp xa bị bệt màu. Máy quá nóng, cầm không thoải mái. Ship giao nhầm hàng 1 lần.",Camera,Negative
"Camera tele không nét, ảnh chụp xa bị bệt màu. Máy quá nóng, cầm không thoải mái. Ship giao nhầm hàng 1 lần.",Design,Negative
"Camera tele không nét, ảnh chụp xa bị bệt màu. Máy quá nóng, cầm không thoải mái. Ship giao nhầm hàng 1 lần.",Shipping,Negative
"Nhóm màu: tai nghe 
Dung lượng lưu trữ: 8gb sản phẩm nhận được đẹp còn mới và xịn sò lắm nhen🍅🍅cửa hàng tốt nhiệt tình cửa hàng tốt nha🍅🍅🍅 sản phẩm nhận được đẹp còn mới và xịn sò lắm nhen🍅🍅cửa hàng tốt nhiệt tình cửa hàng tốt nha🍅🍅🍅",Design,Positive
"Nhóm màu: tai nghe 
Dung lượng lưu trữ: 8gb sản phẩm nhận được đẹp còn mới và xịn sò lắm nhen🍅🍅cửa hàng tốt nhiệt tình cửa hàng tốt nha🍅🍅🍅 sản phẩm nhận được đẹp còn mới và xịn sò lắm nhen🍅🍅cửa hàng tốt nhiệt tình cửa hàng tốt nha🍅🍅🍅",Shop_Service,Positive
"Hàng đúng hình đúng với mô tả, chất lượng phù hợp giá tiền, hình ảnh và clip ở đây chỉ mang tính lấy xu thôi",Price,Positive
"Phân loại sản phẩm: máy likenew 99% lần đầu mua hàng giá trị cao cũng hơi rén nhưng nhận hàng tốt, nguyên seal, máy mới toanh, đẹp. Hết màu xanh nên cửa hàng gửi bù cho full box màu đen, nhận hàng siêu ưng, giao vào tphcm tầm 4 ngày đúng dự kiến.",Design,Positive
"Phân loại sản phẩm: máy likenew 99% lần đầu mua hàng giá trị cao cũng hơi rén nhưng nhận hàng tốt, nguyên seal, máy mới toanh, đẹp. Hết màu xanh nên cửa hàng gửi bù cho full box màu đen, nhận hàng siêu ưng, giao vào tphcm tầm 4 ngày đúng dự kiến.",Shipping,Positive
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu sản phẩm đang sử dụng tốt cửa hàng quan tâm chu đáo.",General,Positive
"Pin tụt game bắn súng, máy nóng hổi lòng bàn. Camera màu xám xịt, hỗ trợ khách hàng lặp từ ngữ.",Battery,Negative
"Pin tụt game bắn súng, máy nóng hổi lòng bàn. Camera màu xám xịt, hỗ trợ khách hàng lặp từ ngữ.",Camera,Negative
"Pin tụt game bắn súng, máy nóng hổi lòng bàn. Camera màu xám xịt, hỗ trợ khách hàng lặp từ ngữ.",Shop_Service,Negative
"Tính năng nổi bật: cửa hàng chu đáo và thân thiện với khách hàng 
Đúng với mô tả: khá giống với mô tả 
Chất lượng sản phẩm: tốt
- phục vụ nhanh mình mua điện thoại cũ tại cửa hàng, sử dụng test liên tục 24h vẫn rất ổn định, pin tốt, máy mượt, không lỗi vặt. rất hài lòng với chất lượng và thái độ phục vụ. sẽ ủng hộ tiếp!",Battery,Positive
"Tính năng nổi bật: cửa hàng chu đáo và thân thiện với khách hàng 
Đúng với mô tả: khá giống với mô tả 
Chất lượng sản phẩm: tốt
- phục vụ nhanh mình mua điện thoại cũ tại cửa hàng, sử dụng test liên tục 24h vẫn rất ổn định, pin tốt, máy mượt, không lỗi vặt. rất hài lòng với chất lượng và thái độ phục vụ. sẽ ủng hộ tiếp!",Performance,Positive
"Tính năng nổi bật: cửa hàng chu đáo và thân thiện với khách hàng 
Đúng với mô tả: khá giống với mô tả 
Chất lượng sản phẩm: tốt
- phục vụ nhanh mình mua điện thoại cũ tại cửa hàng, sử dụng test liên tục 24h vẫn rất ổn định, pin tốt, máy mượt, không lỗi vặt. rất hài lòng với chất lượng và thái độ phục vụ. sẽ ủng hộ tiếp!",Shop_Service,Positive
"Nhóm màu: trắng ngọc trinh 
Dung lượng lưu trữ: 8/128gb hàng chính hãng nguyên seal. cửa hàng rất uy tín 👍👍👍",General,Positive
"Chất liệu:điện thoại sử dụng tốt, hài lòng với sản phẩm mua của cửa hàng, đóng gói và vận chuyển nhanh chóng,",Packaging,Positive
"Chất liệu:điện thoại sử dụng tốt, hài lòng với sản phẩm mua của cửa hàng, đóng gói và vận chuyển nhanh chóng,",Shipping,Positive
Thiết kế này cầm vừa tay. Mặt lưng là chất liệu gì vậy nhỉ?,Design,Neutral
"Phần mềm nhiều lỗi tạm ổn app hay bị văng. Phần mềm hệ thống không ổn định, mình đang sử dụng app ngân hàng để chuyển tiền thì tự dưng bị văng ra. Nhiều lúc máy còn tự khởi động lại không rõ lý do. Trải nghiệm sử dụng rất bực bội.",General,Negative
"Đúng với mô tả: hàng đúng mô tả 
Chất lượng sản phẩm: sản phẩm còn nguueen seal, nhưng trôi bảo hành 2 tháng. máy khá ổn trong tầm giá.",Price,Positive
"Đúng với mô tả: hàng đúng mô tả 
Chất lượng sản phẩm: sản phẩm còn nguueen seal, nhưng trôi bảo hành 2 tháng. máy khá ổn trong tầm giá.",Shop_Service,Negative
"Chất lượng sản phẩm: kém 
Tính năng nổi bật: không có 
Đúng với mô tả: không đúng điện thoại láp ráp ẩu . Camera sau bị lệch nhẹ . Camera trước bị bụi . Cổng sạc bị móp méo sửa chữa kiểu tay nghề yếu kém . Chơi game lag , pin hơi hau không giống cái điện thoại có pin 5000 ở nhà , chỉ giống cái điện thoại có pin 3000 . Điện thoại để ram 6gb chứ chạy y chang cái ram 3gb . So với giá tiền thì mắc nha mọi người .",Battery,Negative
"Chất lượng sản phẩm: kém 
Tính năng nổi bật: không có 
Đúng với mô tả: không đúng điện thoại láp ráp ẩu . Camera sau bị lệch nhẹ . Camera trước bị bụi . Cổng sạc bị móp méo sửa chữa kiểu tay nghề yếu kém . Chơi game lag , pin hơi hau không giống cái điện thoại có pin 5000 ở nhà , chỉ giống cái điện thoại có pin 3000 . Điện thoại để ram 6gb chứ chạy y chang cái ram 3gb . So với giá tiền thì mắc nha mọi người .",Camera,Negative
"Chất lượng sản phẩm: kém 
Tính năng nổi bật: không có 
Đúng với mô tả: không đúng điện thoại láp ráp ẩu . Camera sau bị lệch nhẹ . Camera trước bị bụi . Cổng sạc bị móp méo sửa chữa kiểu tay nghề yếu kém . Chơi game lag , pin hơi hau không giống cái điện thoại có pin 5000 ở nhà , chỉ giống cái điện thoại có pin 3000 . Điện thoại để ram 6gb chứ chạy y chang cái ram 3gb . So với giá tiền thì mắc nha mọi người .",Performance,Negative
