data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Audio,Warranty,Shop_Service,Shipping,General,Others
Hàng bị refurbish chụp ảnh làm đẹp quá.,,Negative,,,,,,,,,,,,
"Chất lượng sản phẩm: pin báo ảo rồi sập nguồn. Đúng với mô tả: thông số pin không đáng tin. Tính năng nổi bật: tiêu thụ pin cao. Review: 50% bỗng thành 5% rồi tắt, mất hết công việc. Chăm sóc khách hàng khó liên hệ",Negative,,,,,,,,,,Negative,,,
Chất lượng ảnh chụp từ camera trong điều kiện đủ sáng ở mức chấp nhận được.,,Neutral,,,,,,,,,,,,
"Hiệu năng của máy ở mức chấp nhận được, phần mềm hoạt động tương đối ổn định.",,,Neutral,,,Neutral,,,,,,,,
"Nhóm màu: xanh phân loại sản phẩm: dây cáp điện thoại tốt chất lượng tuyệt vời, nên mua nha cửa hàng tư vấn nhiệt tình nha mình hài lòng về sản phẩm của cửa hàng 10 điểmmm",,,,,,,,,,,,,Positive,
Tính năng nổi bật: tốt Chất lượng sản phẩm: tốt có chấm dị vật ở cụm camera,,Negative,,,,,,,,,,,,
"Chất lượng sản phẩm: màn hình bị lỗi touch. Đúng với mô tả: chất lượng kém. Tính năng nổi bật: chăm sóc khách hàng vô trách nhiệm. Review: cảm ứng không phản hồi, nhân viên bảo hành thờ ơ, chờ 3 tuần chưa sửa",,,,Negative,,,,,,Negative,Negative,,,
Màu sắc: bạc phân loại: nguyên seal  máy mới 100% tốt,,,,,,,,,,,,,Positive,
"Màu sắc: đen phân loại: fullbox mới thiết kế mỏng nhẹ, rất đẹp!, thời lượng pin lâu dài., màn hình tuyệt vời với tần số làm mới 90hz.,",Positive,,,Positive,Positive,,,,,,,,,
"Color: đen-2xl chất liệu chất lượng cao,",,,,,,,,,,,,,,Neutral
Không nên mua nha,,,,,,,,,,,,,Negative,
"Chất lượng sản phẩm: camera thiếu sáng, ảnh kém. Đúng với mô tả: không như quảng cáo. Tính năng nổi bật: pin yếu. Review: camera chụp đêm mờ, màu sắc giả. Pin hết nhanh, không đủ sử dụng 1 ngày. Ship trễ, đóng gói tệ. Chăm sóc khách hàng trả lời vòng vo",Negative,Negative,,,,,Negative,,,,Negative,Negative,,
Đã nhận hàng .điện thoại tuyệt vời .đúng đầy đủ như đặt hàng mỗi tội pin đểu nhanh hết.hôm nào rảnh đi thay pin xịn là tốt. Loa hơi rè hôn nào rảnh thay loa nữa lại tốt.,Negative,,,,,,,,Negative,,,,,
"không rớt sóng, không nhận sim đôi khi,",,,Negative,,,,,,,,,,,
Dễ trầy xước sai màu hoàn toàn loa rè. Hàng nhận được không như mong đợi,,,,,Negative,,,,,,,,,
"Chất lượng sản phẩm: như hàng fake Đúng với mô tả: bịp bợm Tính năng nổi bật: loa ngoài rè xì máy kêu rè khi nghe gọi, nhân viên tư vấn thô lỗ, từ chối đổi trả",,,,,,,,,Negative,,Negative,,,
Cửa hàng giao hàng nhanh đặt hôm qua hôm nay nhận hàng. Chưa sử dụng nên không biết có bền không. Sử dụng để nghe gọi máy nhỏ gọn đúc túi tiện lợi,,,,,Positive,,,,,,,Positive,,
"Chất lượng sản phẩm: hiệu năng kém, hay lag. Đúng với mô tả: chip yếu hơn quảng cáo. Tính năng nổi bật: pin sụt nhanh. Review: máy chạy chậm, đa nhiệm tệ. Pin hết nhanh dù lướt web. Đóng gói cẩu thả, hộp móp. Chăm sóc khách hàng hỗ trợ hời hợt",Negative,,Negative,,,,Negative,,,,Negative,,,
"Hàng ổn trong tầm giá , màn hình lk.",,,,Positive,,,,Positive,,,,,,
Shipping phí đắt giao muộn hiệu năng quá tải camera thiếu màu,,Negative,,,,,,,,,,Negative,,
"Ảnh tạm điện thoại cũ nha mọi người. Cửa hàng giao hàng nhanh. Sản phẩm như mô tả. Đóng gói sản phẩm chắc chắn, đủ số lượng.",,,,,,,Positive,,,,,Positive,,
Cửa hàng đóng hàng cẩn thận sản phẩm như mô tả,,,,,,,Positive,,,,,,,
Hàng giá rẻ đẹp sạc nhanh hộp điện thoại cũng rất đẹp để trưng bầy cũng được điện thoại có nhiều tính năng nổi bật đáng mua nhất trong tầm giá 3tr5 dù hãng chưa quá nổi tiếng cũng cẩn cải thiện về phần hê thống nhueng còn lại không có gì để chê vân tay nhận nhanh quét mặt cung rất nhanh nhưng hộp không có tai nghe,,,,,Positive,,,Positive,,,,,,
"Kết nối wifi chập chờn hỗ trợ băng tần nhưng không ổn stream hay đứng hình, lag mạng,",,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: đóng gói cẩu thả, camera sau bị xước. Đúng với mô tả: không. Tính năng nổi bật: không. Review: cửa hàng chỉ bọc máy trong một cái túi rồi giao đi, không có hộp hay chống sốc. Kết quả là mặt kính camera sau bị xước một đường",,Negative,,,,,Negative,,,,,Negative,,
"chính hãng, không lỗi lầm gì. Nhưng ship hàng bị lâu mình chờ lâu nên bị khó chịu chút nên -1 sao....",,,,,,,,,,,,Negative,,
"Pin kém, phải sạc 3 lần/ngày. Đóng hàng không được dán seal, nghi ngờ hàng đã bị mở. Chăm sóc khách hàng chỉ trả lời theo mẫu, không giải quyết dứt điểm.",Negative,,,,,,Negative,,,,Negative,,,
Nhóm màu: desert dung lượng lưu trữ: 512gb xịn xịn,,,,,,,,,,,,,Positive,
"Máy có dấu hiệu dán còn hở, không đáng tiền",,,,,,,,Negative,,,,,,
"Hiệu năng máy chạy bình thường, không nhanh không chậm, đủ dùng cho công việc hằng ngày.",,,Neutral,,,,,,,,,,,
"Chất lượng sản phẩm: pin chai nhanh sau vài tháng sử dụng Đúng với mô tả: hiệu năng ngày càng chậm Tính năng nổi bật: camera chụp ảnh bị ám màu, sai thực tế review: pin giờ sử dụng không nổi nửa ngày máy càng ngày càng lag camera thì chụp ảnh màu sắc sai bét cửa hàng giao hàng thiếu phụ kiện",Negative,Negative,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: app camera bị đơ. Đúng với mô tả: phần mềm lỗi. Tính năng nổi bật: nhiều app rác. Review: mở camera bị treo, máy đầy app vô dụng, pin tụt không phanh",Negative,Negative,,,,Negative,,,,,,,,
Nhóm màu: natural dung lượng lưu trữ: 256gb 🔋thời lượng pin:tốt 📸chất lượng camera:nét ⚡hiệu suất:vượt trội,Positive,Positive,Positive,,,,,,,,,,,
"Thiết kế của máy theo phong cách phổ thông, không có điểm nhấn riêng.",,,,,Neutral,,,,,,,,,
"Chất lượng sản phẩm: camera chụp ảnh mờ. Đúng với mô tả: ảnh khác quảng cáo. Tính năng nổi bật: hiệu năng kém. Review: camera thiếu chi tiết, màu nhạt. Máy lag khi đa nhiệm. Ship muộn, hộp rách. Chăm sóc khách hàng trả lời qua loa",,Negative,Negative,,,,Negative,,,,Negative,Negative,,
"Giao hàng lâu quá, sản phẩm thì sử dụng hơn 10 ngày nay thấy khá ổn, pin lâu, chụp hình tạm ổn, màn hình hiển thị đôi khi mờ icon mờ chữ, chỉ tiếc không có 5g và nfc",Positive,Positive,,Negative,,,,,,,,Negative,,
"Nhóm màu: trắng ngọc trinh dung lượng lưu trữ: 12/256gb tuyệt vời, máy mới nguyên seal, giá tốt, cửa hàng uy tín giao hàng nhanh. Chúc cửa hàng làm ăn thuận lợi ngày phát triển hơn nhé 👍👍👍",,,,,,,,Positive,,,,Positive,,
"Màu sắc: đen phân loại sản phẩm: có sạc 📸chất lượng camera:màn hình độ phân giải hd+,",,Positive,,Positive,,,,,,,,,,
Snapdragon 685 yếu sinh lí máy pin rất trâu,Positive,,,,,,,,,,,,,
"Máy lag khi chuyển camera, quay video bị giật. Khác với mô tả quay mượt. Tính năng ổn định video hoạt động kém. Pin tụt nhanh khi quay, đóng gói sơ sài",Negative,,Negative,,,,Negative,,,,,,,
"Chất lượng sản phẩm: gps lệch vị trí, dẫn đường sai. Đúng với mô tả: định vị không chính xác. Tính năng nổi bật: không có hiệu chỉnh tốt. Review: dẫn đường lệch vài chục mét, bật gps làm pin tụt nhanh, đóng gói sơ, ship muộn, chăm sóc khách hàng lúng túng",Negative,,,,,,Negative,,,,Negative,Negative,,
Hao pin lắc đủ kiểu như điện thoại mới lụm ở bãi rác ra..... Cần nhắc nên suy nghĩ kĩ,Negative,,Negative,,,,,,,,,,,
"Điện thoại mới,rất đẹp nha mọi người. Mới sử dụng thì thấy mọi chức năng đều ổn. Đúng như quảng cáo,cửa hàng làm ăn rất có tâm nha. Mình đã đặt thêm cái nữa. Cảm ơn cửa hàng rất nhiều",,,,,Positive,,,,,,,,,
"Sản phẩm đẹp, tốt, chụp ảnh đẹp. Cấu hình mượt. Giá rẻ hơn nhiều khi mua ở các cửa hàng điện thoại. Được tặng quạt mini cầm tay siêu mát ạ",,Positive,Positive,,Positive,,,Positive,,,,,,
"Cửa hàng chu đáo nhiệt tình, trả lời tin nhắn nhanh lẹ, đổi trả sản phẩm cửa hàng hổ trợ tốt. Cách phục vụ tận tâm. Hy vọng sài tốt sẽ quay lại ủng hộ.",,,,,,,,,,,Positive,,,
"máy sử dụng rất mượt, rất đáng tin cậy, mọi người hãy yên tâm khi mua sản phẩm bên cửa hàng này nhé.",,,Positive,,,,,,,,,,,
Sản phẩm sử dụng cũng được giao hàng nhanh và sẽ cố gắng sau này ủng hộ tiếp,,,,,,,,,,,,Positive,,
"Chất lượng sản phẩm: tốt Đúng với mô tả: đúng với mô tả sản phẩm mẫu mã đẹp,nhỏ nhìn vui vui,đa dạng tính năng đúng với mô tả của cửa hàng,sản phẩm tốt lắm,đóng gói cẩn thận.",,,,,Positive,,Positive,,,,,,,
"Cửa hàng giao hàng nhanh.nhân viên tư vấn nhiệt tình,máy đẹp cảm ứng chạy rất mượt.fullbox có đủ phụ kiện.cảm ơn cửa hàng nhiều ạ.sẽ tiếp tục ủng hộ cửa hàng cho lần mua tiếp theo!!",,,Positive,,Positive,,,,,,Positive,Positive,,
Bị tráo thành viên gạch đến nay là 15 ngày rồi shopee vẫn chưa xử lý cho t,,,,,,,,,,,,,Negative,
"Hỏng cổng sạc sai bảo hành pin chai nhanh. Mới sử dụng 3 tháng mà pin đã tụt từ 100% xuống 85% dung lượng, quá tệ.,",Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: camera trước xử lý quá nhẵn, mất chi tiết. Đúng với mô tả: ảnh mẫu khác xa. Tính năng nổi bật: beauty quá tay. Review: selfie như mặt nhựa, màu lệch, pin không trâu, đóng gói lỏng lẻo",Negative,Negative,,,,,Negative,,,,,,,
Shipping theo dõi khó camera portrait thiếu sáng chăm sóc khách hàng khó chịu,,Negative,,,,,,,,,Negative,Negative,,
"Chất lượng sản phẩm: camera góc rộng mờ. Đúng với mô tả: ảnh chụp sai màu. Tính năng nổi bật: không rõ rệt. Review: hình méo và nhạt màu. Pin yếu, đóng gói sơ sài",Negative,Negative,,,,,Negative,,,,,,,
"Nhóm màu: đen chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb, thiết kế mỏng nhẹ và sang trọng,",,Positive,,,Positive,,,,,,,,,
Bấm không được,,,,,,,,,,,,,Negative,
Đóng gói sản phẩm bằng hộp carton và có mã vạch.,,,,,,,Neutral,,,,,,,
Sản phẩm tốt trong tầm giá.không biết do nguyên nhân gì có phản ánh người nghe cuộc gọi là loa rè.còn lại mọi thứ bt,,,,,,,,Positive,Negative,,,,,
Chụp thiếu sáng tệ. Mô tả camera siêu nét là giả. Hiệu năng yếu. Ảnh chụp tối noise nặng. Máy chậm. Pin kém. Đóng gói ẩu tả,Negative,Negative,Negative,,,,Negative,,,,,,,
"Chất lượng sản phẩm: hiệu năng game yếu. Đúng với mô tả: quảng cáo fps cao không chuẩn. Tính năng nổi bật: camera trước mất chi tiết. Review: chơi game tụt fps, selfie mờ, pin tụt mạnh, hộp không xốp, giao muộn",Negative,Negative,Negative,,,,Negative,,,,,Negative,,
Chất lượng sản phẩm: bình thường Đúng với mô tả: không nguyên seal Tính năng nổi bật: tốt hàng không nguyên seal. Ra fpt nhận thì đã được bóc seal từ trc. Hộp thì bẩn. Miếng dán màn hình thì xước tè le mà nhân viên vẫn cam kết là máy mới. Này chắc máy đem trưng bày cho cả chục ng sờ vào rồi nên miếng dán mới xước được như vậy. Mang tiếng cửa hàng to hệ thống lớn mà không = mấy cửa hàng nhỏ lẻ nữa.,,,,,,,Negative,,,,,,,
"Màu sắc: màu ngẫu nhiên sản phẩm: cáp sạc màu sắc sống động và rực rỡ, thiết kế sang trọng, hiệu năng mượt mà, giao diện dễ sử dụng, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, không gian lưu trữ rộng rãi. Android dễ sử dụng, chỉ cần nhập gmail vào là sử dụng các app rất ổn. Bình chọn cho cửa hàng 5 sao",Positive,Positive,,,Positive,Positive,,Positive,,,,,,
"Điện thoại có cài mã độc nhé! anh em cẩn thận!. Mình đặt mua 2 chiếc về.1 chiếc lỗi phải trả lại, 1 chiếc nhận nên mới được đánh giá. Mình đăng nhập tài khoản binance bị mã độc trên điện thoại chèn ví hacker vào. Khiến mình nạp tiền vào mất gần 4 triệu. Tạo thêm bao nhiêu ví vẫn chỉ ra 1 ví của hacker. Mình đã thử với nhiều app và mấy sàn như okx, bybit,.. Cũng đều bị mã độc tương tự. Đây là địa chỉ ví bsc của hacker cài mã độc vào điện thoại: 0xa9d9b7f8c600a5ba346f0b767eee06e9f18d79a1 anh em cày binance alpha để ý tránh mất tiền. Nếu mua điện thoại chỉ để nghe gọi xem phim thì chắc không sao. Máy vẫn mượt nhưng để làm việc khác liên quan đến app quan trọng thì nên né nhé!",,,,,,,,,,,,,Negative,
"Hàng đẹp chuẩn nguyên seal nguyên hộp, máy chưa kích hoạt cửa hàng giao hàng nhanh gọn lẹ cảm ơn cửa hàng. Uy tín nhé mọi người mọi người tự tin mua ạ.",,,,,Positive,,,,,,,Positive,,
"Đúng với mô tả: đúng Chất lượng sản phẩm: tốt Tính năng nổi bật: nghe gọi ￼điện thoại nokia 6310 (2025) hỗ trợ sóng 4g màn đẹp loa to rõ ràng bảo hành 12 tháng đã mua lần 2 sử dụng tốt sóng khỏe, loa to pin hơi yếu chút, nhưng cũng được giao nhanh, đóng gói cẩn thận",Negative,,Positive,,,,Positive,,Positive,Positive,,Positive,,
Đặt mua màu xanh nhưng hàng nhận được là màu đen. Nếu cửa hàng không đủ hàng thì không nên để số lượng sai dẫn đến vấn đề không có hàng phải đổi màu khác như vậy. Do mình mua xong thì ra nước ngoài luôn nên đành giữ lại sử dụng. Nói chung là không hài lòng.,,,,,,,,,,,,,Negative,
"Nhóm màu: pink dung lượng lưu trữ: 128gb bóng bẩy và thanh lịch, thiết kế tuyệt đẹp, dung lượng lưu trữ cao, tính năng sáng tạo,",,,,,Positive,,,,,,,,,
"Chất lượng sản phẩm: sản phẩm lỗi cảm ứng. Đúng với mô tả: không đúng như hình quảng cáo. Tính năng nổi bật: không có gì đặc biệt. Review: màn hình bị đơ, pin sụt nhanh, đóng gói sơ sài",Negative,,,,,,Negative,,,,,,,
"Sản phảm đúng mô tả, ngoại hình đẹp.",,,,,Positive,,,,,,,,,
"Sản phẩm rất tốt, chất lượng vượt xa mong đợi tôi rất hài lòng với sản phẩm này nên đánh giá cửa hàng 5 sao",,,,,,,,,,,,,Positive,
"Hiệu năng khựng khi lướt trang, dịch vụ khách hàng cam kết sửa chữa nhưng thất hứa. Camera xóa phông méo mó khuôn mặt, pin giảm 15% khi nghỉ.",Negative,Negative,Negative,,,,,,,,Negative,,,
Camera chính nhiễu khi chụp chuyển động. Pin tụt 40% xem ảnh 1 giờ. Đóng gói bọt biển mỏng dễ thủng.,Negative,Negative,,,,,Negative,,,,,,,
Vết trầy ngay cam không hài lòng lắm máy tầm 96 97%,,Negative,,,,,,,,,,,,
Đóng goi cân thận. Giao hfng nhanh. Điện thoại nhẹ chư to thích hop cho nguoi lon tuoi sư dụng. Nên mua nha,,,,,,,Positive,,,,,Positive,,
"Chất lượng sản phẩm: máy nóng nhanh khi sử dụng camera hoặc chơi. Đúng với mô tả: tản nhiệt yếu. Tính năng nổi bật: không giữ nhiệt. Review: quay 10p là nóng, fps rớt, đóng gói sơ sài",,,Negative,,,,Negative,,,,,,,
"Bộ nhớ giới thiệu của điện thoại là ram 8gb, lưu trữ 256gb, nhưng bộ nhoé thực thì ram 6gb, lưu trữ 128.",,,,,,,,,,,,,Negative,
Camera quay video rung lắc như đi tàu. Chất liệu vỏ máy rẻ tiền. Màn hình không đủ sáng khi ra nắng. Hiệu năng làm việc nặng không nổi. Chăm sóc khách hàng không hề gọi lại như đã hứa. Đơn hàng tự động bị hủy,,Negative,Negative,Negative,,,,,,,Negative,,,
"Màu sắc: đen nhận đúng hàng,chất lượng cần thời gia",,,,,,,,,,,,,Positive,
Pin rất yếu. Đúng với mô tả: không đúng. Tính năng nổi bật: camera hao pin. Review: mở camera quay video 5p là pin tụt 15%. Máy thì nóng ran. Sử dụng cho công việc cơ bản cũng không ổn,Negative,,,,,,,,,,,,,
"Chất lượng sản phẩm: như hàng cũ. Đúng với mô tả: ghi là hàng mới. Tính năng nổi bật: không niêm phong. Review: cửa hàng giao hàng trong cái hộp rách nát, trông như hàng cũ không có tem niêm phong máy lag giật liên tục",,,Negative,,,,Negative,,,,,,,
"Sản phẩm lỗi vặt. Không đúng màu đã chọn. Hiệu năng không ổn định. Máy tự khởi động lại 2-3 lần/ngày. Pin sạc mãi không đầy. Đóng gói không niêm phong. Chăm sóc khách hàng không có chuyên môn, trả lời chung chung",Negative,,Negative,,,,Negative,,,,Negative,,,
"Chất lượng sản phẩm: cực kì tệ mình biết với giá này minh sẽ không mua được máy tốt, nhưng ít ra cũng phải sử dụng được hãy bán cho khách hàng.mua về call zalo thì chập dật không call được, tok tok thì bị đơ. Còn trong 15 ngày bảo hành mình hoàn đơn thì không chấp nhận vì lí do  cảm nhận mõi người khác nhau.vậy 15 ngày đổi trả có ý nghĩa gì khi đăng kèm sản phẩm bán? thôi như trả tiền ngu vậy",,,Negative,,,Negative,,Neutral,,Negative,,,,
"Đúng với mô tả: đúng Tính năng nổi bật: nhỏ gọn cầm sướng tay Chất lượng sản phẩm: tốt, nhưng màn hình hơi mờ, load hơi chậm tuy vậy nhưng xem video vẫn rất sắc nha, mọi người nên mua làm điện thoại dự phòng. Xem được cái youtube, bàn phím vừa phải bấm vẫn được nha. Đủ các nút như điện thoại to luôn 😛😛😛",,,,Negative,Positive,,,,,,,,,
"Màu sắc: xanh dương phân loại: likenew 97% trải qua nhiều thứ rồi chúng ta sẽ hiểu, tình yêu không chỉ có yêu là đủ, mà còn là sự thấu hiểu, tôn trọng, cảm thông và đặt mình vào vị trí của nhau.",,,,,,,,,,,,,,Neutral
"Chất lượng sản phẩm: zoom kỹ thuật số nát, chi tiết mất. Đúng với mô tả: zoom quang bị thổi phồng. Tính năng nổi bật: mất detail khi phóng. Review: ảnh 2x là noise nặng, crop không sử dụng được, chăm sóc khách hàng không chịu đổi trả",,Negative,,,,,,,,,Negative,,,
Chất lượng sản phẩm: nhiều tệ nhiễu camera. Đúng với mô tả: không hình khớp giống. Tính năng nổi bật: chậm hiệu năng lag. Review: thiếu mờ chụp sáng kém. Giật net lướt web. Chậm chăm sóc khách hàng chạp trả lời,,Negative,Negative,,,,,Negative,,,,,,
Nhóm màu: xanh sản phẩm đẹp như mới 90% . Chức năng ổn định . Màn hình mượt . Mic ổn . Wifi tốt . Mạng tốt . Camera lỗi chụp ảnh rất mờ chế độ x1 x2 x... Rất chi là mờ ảo không rõ nét . Đánh giá sản phẩm 2  vì giá cả cũng rẻ là 1tr8 nên cho vậy .,,Negative,Positive,Positive,,,,Positive,Positive,,,,,
"Hỏng lỗi đa chạm màn hình cảm ứng nhảy loạn xạ,",,,,Negative,,,,,,,,,,
"Điện thoại tốt, mọi chức năng đều sử dụng bình thường, (giá rẻ và đồ cũ thì không thể đòi hỏi cấu hình mạnh mẻ hay pin trâu bò được nên cũng oke với giá này)",Neutral,,Neutral,,,,,Positive,,,,,,
Tính năng nổi bật: hàng chuẩn Đúng với mô tả: đúng Chất lượng sản phẩm: tốt,,,,,,,,,,,,,Positive,
"Mua 2 chiếc 1 chiếc cảm ứng tự nhảy, đã bảo test kỹ giúp rồi, 2 sao không lòng vòng",,,,,,,,,,,,,Negative,
"Chất lượng sản phẩm: pin dùng được khoảng 7-8 tiếng, màn hình hiển thị đủ rõ ràng. Đúng với mô tả: màn hình có độ sáng trung bình. Tính năng nổi bật: không có. Review: hiệu năng đủ dùng. Chăm sóc khách hàng thân thiện.",Neutral,,Neutral,Neutral,,,,,,,Neutral,,,
Pin chỉ sử dụng 4 tiếng trung bình. Đóng gói hộp cũ mùi lạ. Ship phí nội thành nhưng chậm như ngoại tỉnh.,Neutral,,,,,,Negative,,,,,Negative,,
"Màu sắc: xám cấu hình: ram 8g+256g ngoại hình máy còn zin đẹp. Chất lượng tốt, giống mô tả. Rất an tâm khi chọn đúng cửa hàng uy tín. Mình từng mua và từng trả hàng nhưng thấy cửa hàng hỗ trợ tốt như cam kết nên mọi người yên tâm",,,,,Positive,,,,,,Positive,,,
" cửa hàng hẹn đổi nhưng không thực hiện, cố ý tránh né trách nhiệm.",,,,,,,,,,,Negative,,,
"Color: đen-2xl thiết kế phong cách và hợp thời trang, vẻ ngoài đơn giản và đẹp trai, thiết kế phong cách và hợp thời trang, thiết kế phong cách và hợp thời trang, thiết kế phong cách và hợp thời trang,",,,,,,,,,,,,,,Neutral
"Chất lượng sản phẩm: pin không tương thích với sạc dự phòng. Đúng với mô tả: không. Tính năng nổi bật: không. Review: cắm điện thoại vào cục sạc dự phòng của mình thì không nhận, thử mấy cục khác cũng vậy, rất bất tiện khi đi ra ngoài",Negative,,,,Negative,,,,,,,,,
Chất lượng sản phẩm: pin không sạc được 100% chỉ dừng ở 90%. Đúng với mô tả: sạc nhanh an toàn. Tính năng nổi bật: sạc 65w nhưng bị lỗi phần mềm. Review: sạc qua đêm vẫn chỉ được 90% rút ra cắm lại cũng vậy. Hiệu năng lúc nhanh lúc chậm không ổn định. Đóng hàng như vứt không được cẩn thận,,,Neutral,,,,Negative,,,,,,,
Bộ nhớ trong đủ dùng cho việc lưu trữ cơ bản không quá nhiều dữ liệu.,,,,,,,,,,,,,Neutral,
Chất lượng sản phẩm: rất tệ Tính năng nổi bật: tệ Đúng với mô tả: không  đúng,,,,,,,,,,,,,Negative,
"💲Giá cả:hợp lý đầu năm được tăng gì li xì luôn thương hiệu đáng tin cậy,",,,,,,,,,,,,,Positive,
Màu sắc: đen phân loại: likenew 99% máy quá tốt để sử dụng về sau thì chưa biết,,,,,,,,,,,,,Positive,
Ngoại hình: máy cũ trầy xước nhẹ tot so voi tam gia,,,,,Negative,,,Positive,,,,,,
"Nhận hàng được rồi mình rất ưng ý luôn, sản phẩm quá tốt trong tầm giá máy có rất nhiều chức năng màu màn hình cũng rất đẹp và tươi, 5sao cho sản phẩm này.",,,,Positive,,,,Positive,,,,,,
"Chất lượng sản phẩm: camera tele/zoom nhiễu và mất chi tiết. Đúng với mô tả: zoom không đạt như quảng cáo. Tính năng nổi bật: zoom chỉ để tên. Review: ảnh xa bệt, không crop được, pin ổn, đóng gói sơ sài, giao muộn, chăm sóc khách hàng khó đổi trả",Neutral,Negative,,,,,Negative,,,,Negative,Negative,,
Màu sắc: xanh nhạt phân loại sản phẩm: không sạc 🔋thời lượng pin:tot 📸chất lượng camera:tam duoc ⚡hiệu suất:chưa biet,Positive,Neutral,Neutral,,,,,,,,,,,
"Sản phẩm: phần mềm youtube xem phim không được , cứ xoay vòng vòng.",,,,,,Negative,,,,,,,,
"Món này của cửa hàng tam thời thay ngoai hình dep, sạc nhanh, sử dụng khá và dễ sử dụng nha nhận là thấy thích còn có bền và tốt không thì phải đợi thời gian. Tam thời tốt nha.mong không hư hỏng gì!",Positive,,,,Positive,,,,,,,,,
"Không đáng tiền đúng mẫu mã quá nhiều điểm trừ. Thực sự mình thấy hối hận khi bỏ ra số tiền này để mua máy. Thà thêm một chút tiền nữa mua máy khác còn hơn. Từ hiệu năng, pin cho đến camera, mọi thứ đều chỉ ở mức trung bình yếu, sử dụng rất bực mình.",Negative,Negative,Negative,,,,,,,,,,,
"Dung lượng lưu trữ: bản ram 4gb/64gb tuổi thọ pin lâu dài, nhanh chóng và phản hồi tốt, hiệu suất mượt mà, hiệu suất tuyệt vời cho chơi game,",Positive,,Positive,,,,,,,,,,,
Hàg đẹp không tuỳ vết nha máy mượt nhanh nha còn pin cũg thay tốt để xai thời gian dài koi sao,Positive,,Positive,,,,,,,,,,,
"Camera sau có ba ống kính với độ phân giải lần lượt là 48MP, 8MP và 5MP.",,Neutral,,,,,,,,,,,,
"Pin chai chỉ sau 1 tháng sử dụng. Hiệu năng không ổn định, thỉnh thoảng bị lag khó chịu. Đóng gói cẩu thả, hộp móp méo không nguyên vẹn.",Negative,,Negative,,,,Negative,,,,,,,
Điễn thoại nhìn đẹp giá rẻ nếu sử dụng ngon xẽ ủng hộ cửa hàng tiếp tặng cửa hàng 5*,,,,,Positive,,,Positive,,,,,,
Chăm sóc khách hàng yêu cầu chờ camera chụp xa thiếu nét pin tụt 25% giờ,Negative,Negative,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: bộ nhớ thực tế ít, nhiều app rác. Đúng với mô tả: dung lượng khả dụng thấp hơn công bố. Tính năng nổi bật: không có tùy chọn gỡ app hệ thống. Review: nhận máy chỉ còn ít gb trống, máy chậm khi gần đầy, pin giảm nhanh, đóng gói sơ, ship ""chậm""",Negative,,,,,Negative,Negative,,,,,Negative,,
Tính năng nổi bật: giao nhanh đúng hàng Đúng với mô tả: chuẩn gioa hàng nhanh đúng sản phẩm mà cho quả imei 49 vãi sốp,,,,,,,,,,,,Positive,,
Nhóm màu: đen máy khi nhận đã được kích hoạt trước 1 ngày nhưng vẫn còn nguyên seal. Cửa hàng đóng hàng hơi lâu 1 chút,,,,,,,Negative,,,,,,,
Đã nhận được hàng cửa hàng máy cũng ổn mua cho phụ huynh sử dụng khá tốt,,,,,,,,,,,,,Positive,
"△ Kol mẹ buncha △ các cô bác nhớ ấn theo dõi và mua hàng qua kênh shopee video để ủng hộ buncha nha ♥️ đã mua iphone, samsung và rất nhiều sản phẩm giá trị cao khác trên shopee. Uy tín và giá tốt. Nên mua nha cả nhà.",,,,,,,,,,,,,Positive,
"Chất lượng sản phẩm: build rẻ, có tiếng lỏng. Đúng với mô tả: vật liệu không giống quảng cáo. Tính năng nổi bật: loa nhỏ và rè. Review: nghe gọi không rõ, mic đôi khi mất, hiệu năng bình thường nhưng không mượt, chăm sóc khách hàng trả lời vòng vo",,,Negative,,Negative,,,,Negative,,Negative,,,
Nhóm màu: vàng dung lượng lưu trữ: 16gb máy hơi chày một chút ở phía sau nhìn trung tâm chợ cũng được cảm ơn cửa hàng,,,,,,,,,,,,,Positive,
Nhóm màu: màu đen sản phẩm: samsung j7 prime 32g lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt cửa hàng tư vấn nhiệt tình mình sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,,,,,,,,Positive,,,Positive,,,
"Cửa hàng hỗ trợ nhiệt tình, trả lời tin nhắn dù 12h đêm, 5 sao cho shop.",,,,,,,,,,,Positive,,,
"Nhóm màu: xanh ngọc dung lượng: 4gb/64gb nhiều tùy chọn màu sắc phong cách, camera chính 50mp,",,,,,,,,,,,,,Neutral,
Máy đẹp cửa hàng rất uy tín,,,,,Positive,,,,,,,,,
