sentence,aspect,sentiment
"Mình không biết tại sao lại co dấu hiệu bóc như này. Nhưng máy mới kích hoạt, đóng bọc cẩn thận, nhân viên nhiệt tình",Packaging,positive
"Máy mới khởi động lên còn 60% pin, mình sẽ kiểm tra thời gian sử dụng sau.",Battery,neutral
"sản phẩm tốt .chơi game không mượt lắm .sạc pin vô cùng lâu ,không ăn cục sạc nhanh 😑 chờ đầy pin muốn nghỉ hưu luôn .nhưng vẫn tốt😂 tùy mọi người cảm nhận",Battery,negative
"điện thoại phù hợp với tầm giá xem phim hay chơi game cũng ổn, màu khi chụp hình không được sắt nét cho lắm nhưng giá rẻ cũng tốt . có dán sẵn kính cường lực và ốp lưng trong.cửa hàng cũng tư vấn nhiệt tình.hình ảnh chỉ để nhận xu",Camera,negative
"Phù hợp sử dụng làm máy phụ. Os sạch, ít app rác, đáp ứng tốt nhu cầu cơ bản (zalo, Facebook, youtube, web), màn hình ổn và pin tốt. Máy to hơn kì vọng nhưng ưu tiên pin nên chấp nhận, cầm cũng nhẹ nhàng. Ngoài ra thì cũng không nên kì vọng nhiều, chip hơi yếu, bật cam thôi cũng lag mà chụp hình thì chỉ là cho đủ tính năng.",Design,positive
"máy ngoại hình tốt, màn zin, tính năng đầy đủ, ship hàng cực nhanh",Display,positive
"Màu sắc: xanh dương ram/bộ nhớ: ram 8g/128g hàng nội địa china, máy đẹp cỡ 98%, khi mở nguồn thì có tiếng việt, phần cài đặt ngôn ngữ bên trong thì không thấy tiếng việt, đổi ngôn ngữ khác xong mất luôn tiếng việt luôn mọi người, pin tốt, sạc nhanh turbo, màn amoled sáng đẹp, 2 loa âm thanh hay, có hồng ngoại, camera thì xấu, chụp màu sắc không tươi, zoom chỉ 6x, chắc camera đểu, tóm lại không phải hàng chính hãng",Battery,positive
"sản phẩm có mẫu mã đẹp và chất lượng ổn so với giá thành rẻ, cửa hàng đóng gói và giao hàng nhanh",Shipping,positive
"đặt màu đỏ, giao một cái màu hồng xước còn vỡ màn hình tùm lum. nhắn tin cho cửa hàng thì cửa hàng trả lời gọn lỏn trả hàng di. không một câu xin lỗi. mất thời gian quá😩🥲",Shipping,negative
"Đóng gói siêu tệ, hộp carton mỏng dính, không bảo vệ sản phẩm. Ship mất gần 1 tuần mới tới. Hiệu năng chỉ đủ sử dụng app cơ bản, không chơi được game. Chăm sóc khách hàng không bắt máy.",Performance,negative
"Màn hình dễ vỡ không như trong video camera sau mờ. Đặt màu đen nhưng cửa hàng gửi màu trắng, liên hệ thì không hỗ trợ đổi",Shop_Service,negative
"Nhóm màu: bộ sạc op 
Phân loại sản phẩm: không kèm phụ kiện thấy đẹp mà sang quá nè,cửa hàng tư vấn okila lắm ạ,cảm ơn cửa hàng nha",Price,positive
"Chất lượng sản phẩm: sạc không nhanh như quảng cáo. 
Đúng với mô tả: tốc độ sạc chậm. 
Tính năng nổi bật: sạc chậm. Hiệu năng không xứng với giá. Đóng gói thiếu củ sạc nhanh. Ship tính nhầm phí giao hàng",Packaging,negative
Máy hư nhưng bên cửa hàng và hãng không xử lý đến nơi đến chốn. Không bảo hành,Shop_Service,negative
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt
Mình mua được với giá hơn 700 xíu, với giá này mình thấy chất lượng điện thoại quá oke so với mức giá, cửa hàng tl tin nhắn nhanh, bọc hàng rất cẩn thận kèm sạc luôn, mình mua làm máy phụ đi học, giá vậy thì chất lượng vậy là quá tốt rồi, mình nhắn cửa hàng lấy màu xanh may cửa hàng gửi màu đen, đen dễ sử dụng hơn nhiều, mong bền",Packaging,positive
"máy nhẹ 2 loa, tưởng có quà tặng chứ, ông kia đặt không biết là có quà tặng về thì có, sẵn đây cho hỏi kích hoạt bảo hành thế nào, đợt sale này ngày 9/9 mà cũng không giảm hơn ngày thường gì hết, tui mua ngày 7/9",General,neutral
"giao hàng sg nhanh đóng gói rất kỹ nên rất an tâm đúng sản phẩm quảng cáo , đã mua cửa hàng này cái thứ 2 rồi , chế độ bảo hành đầy đủ , giá cả cũng hợp lý , cửa hàng hỗ trợ nhiệt tình cho cửa hàng 5 sao , lần sau sẽ mua tiếp",Shipping,positive
Mình đặt buổi trưa chiều là có rồi vì giao hoả tốc. Đầy đủ phụ kiện có kính cường lực với ốp. Có vẻ cửa hàng chạy trương trình sẳn trên máy. Test thấy mượt,Performance,positive
"Nhóm màu: xanh đen hàng còn nguyên hộp, cấu hình nhưng giới thiệu, đẹp, chạy mượt, rõ nét, loa lớn tiếng rõ, hy vọng sử dụng bền, đóng gói cẩn thận giao hàng nhanh.tốt.",Performance,positive
"Camera ban đêm tối tăm, pin yếu sử dụng định vị. Giao hàng chậm 10 ngày, đóng gói lỏng gây xước bề mặt.",Battery,negative
"Đơn hàng giao thì bị rách hộp, sản phẩm bị tráo, quay video cung cấp 6 mặt đầy đủ, đơn hàng không cho đồng kiểm xong shopee nói đơn hàng mang về nhà khác nên không hoàn tiền, vậy là mất trắng tiền mất luôn cả hàng. Cái này mình sẽ ra công an trình báo thêm như này shopee tiếp tay cho lừa đảo. Mấy chục triệu mà kiểu này thì thua",Packaging,negative
Tốt hợp túi tiền đăng đặt thêm 1 cái nữa máy to đẹp pin trâu .liên quân tốt không phải bàn,Performance,positive
màn hình có điểm chết nhỏ. thông số pin thực tế thấp hơn cam kết. hiệu năng xử lý kém không mượt mà. đóng gói mỏng manh dễ hư hỏng. giao hàng tới không đúng địa chỉ đã đặt,Performance,negative
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb như miêu tả, giao hàng cập nhật ngày giao không chính xác",Shipping,negative
"Tính năng nổi bật: pin lâu 
Đúng với mô tả: đúng mô tả 
Chất lượng sản phẩm: tốt
Sản phẩm như mô tả, giá thành hợp lý, giao hàng nhanh chóng , pin lâu, màn hình lớn, sạc nhanh",Battery,positive
"Chất lượng sản phẩm: tương đối 
Tính năng nổi bật: 8/128 
Đúng với mô tả: đúng ngoại hình tầm 97% không mới như kỳ vọng.loa bẩn , mặt sau có đốm bù lại nghe gọi tôt",Design,negative
"Nút home bị lỏng thiếu tai nghe như quảng cáo chụp đêm quá tệ, toàn noise",Camera,negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: sai bộ nhớ ,ram máy chủ 128gb/ ram 6g nhưng lại up rom 256gb/ ram 8g, còn lại mọi thứ đều tốt, máy mới, sử dụng mượt, giá rẻ",Price,positive
"Phiên bản: hàn quốc 1 sim 
Dung lượng lưu trữ: 256gb máy sử dụng tốt, pin ổn nhưng trầy xước mặt sau hơi nhiều.",Battery,positive
"Sản phẩm giao nhanh, hơi thô chưa sử dụng nên chưa biết,",Shipping,positive
"Màu sắc: đen 
Phân loại: nguyên seal không sạc chất lượng sản phẩm tốt, đóng gói sản phẩm kỹ, thời gian giao hàng nhanh.",Shipping,positive
"Pin ảo, báo 50% nhưng sử dụng 5p là hết. Pin tụt nhanh. Hiệu năng giảm khi pin yếu. Pin không sử dụng được. Máy hay bị treo. Đóng gói không cẩn thận",Performance,negative
Giao hàng nhanh. Máy không được mượt rất lag. Mình mua cho người già sử dụng zalo thôi. Nếu có thể các bạn nên mua máy mới,Performance,negative
"Mình mua s25 mới nhưng thất vọng toàn tập vì wifi quá kém. Mạng nhà mình gói 1000mbps, iphone và macbook lúc nào cũng đo được 700-800mbps, nhưng s25 chỉ có 4mbps, lướt web còn lag chứ đừng nói xem video hay tải app. Liên hệ shopee để đổi trả thì bị né tránh trách nhiệm, keu không có bằng chứng. T cũng không biết chứng minh kiểu gì cho vừa lòng mấy mẹ. Mua hàng chính hãng mà support kiểu này thì lần cuối cùng luôn. Thất vọng từ sản phẩm đến dịch vụ!",Performance,negative
"Nhóm màu: đen máy ổn định, pin khoẻ. Hình thức đẹp. Cửa hàng tặng kèm ốp lưng và cáp nối. Hàng phù hợp mức giá. Mọi người có thể cân nhắc mua làm máy phụ",Battery,positive
"Đúng với mô tả: gửi sai màu 
Chất lượng sản phẩm: máy cũ ,không mượt , bắt wifi rất yếu xem đánh giá thấy 4.9 sao cũng tin tưởng mua nhưng lại không vừa ý chút nào😪😪1tr mua máy chính hãng cũ dòng khác còn tốt hơn",Shipping,negative
"Tính năng nổi bật: game enhance, rung sinh động, v.v 
Chất lượng sản phẩm: good 
Đúng với mô tả: ✓ giao sớm hơn mình nghĩ. Máy đã test nhanh và thấy ổn, nhìn sơ chưa thấy thay gì cả. Mình đã test từ màn, loa, mic, pin và rung (chừa mỗi sim vì cũng hơi lười). Một số chỗ lấn cấn thì không có vấn đề gì lắm, sước dăm cũng ít. Nói chung, máy rất ổn trong mức giá chất lượng hình ảnh mình sử dụng pixel 4 để chụp thì chắc sẽ bị app làm mờ lại chút nhưng không sao, chắc vẫn nhìn rõ",Display,positive
"Đồ bỏ đi đánh lừa người mua hao pin kinh khủng,",Battery,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Tính năng nổi bật:  điện thoại dùng mượt.  Săn giá hơi cao nha, test máy oke mượt nhưng mà giao sai màu rồi nha cửa hàng",Price,negative
"Chất lượng sản phẩm: tạm 
Đúng với mô tả: máy đã active máy nguyên seal nhưng đã active từ tước, bật máy vào thẳng bên trong chứ không phải active, vỏ hộp không có tem nhập khẩu không biết có được bảo hành chính hãng không nữa",Shop_Service,negative
"Hoá đơn xuất quá lâu, yêu cầu rồi cũng làm như 1 cái máy, mua tài khoản khác thì chưa giao đã xuất. Thái độ nhân viên tư vấn thì chưa học hết lớp 2. (Ngo dốt)",Shipping,negative
khá lag,Performance,negative
Shipping không giao đúng hẹn. Giao chậm 1 ngày. Vận chuyển không chuẩn. Hẹn sáng giao nhưng chiều tối mới thấy shipper gọi. Camera chụp hình hơi ám màu,Shipping,negative
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: vân tay dưới màn, cam tốt, loa xịn nhận xét chung là hài lòng. ngoại hình 8đ, chức năng 10đ. mình mua để đổi gió nên cũng không yêu cầu cao gì, nhưng mà nhìn qua ngoại hình thì biết là máy đã được tân trang lại rồi, cổng sạc khá tả, con điện thoại mình sử dụng 4 năm rồi mà cổng sạc cũng không tả tơi được như con này, cụm cam thì không xước xát gì nhưng viền quanh cam có vài vết sứt mẻ, nói chung là chủ cũ sử dụng hao vcd. máy nhận về chạy miui 12.5 không được full tiếng việt, mình có up rom lên miui 14 eu thì thấy đỡ hao pin hơn hẳn. à mà củ sạc cửa hàng gửi kèm sử dụng dây typec-typec mà dây sạc cửa hàng gửi lại là typea-typec nên sử dụng không được =)))",Camera,positive
"Chất lượng sản phẩm: hiện tại tốt nha 
Đúng với mô tả: hiệu năng chơi game tốt. Cửa hàng tặng kính ốp cường lực nhưng vẫn bị bể một chút do bên vận chuyển mặc dù chống sốc rất nhiều",Performance,positive
"Đúng với mô tả: đúng 
Tính năng nổi bật: mượt màn hình đẹp 
Chất lượng sản phẩm: quá tốt so với tầm giá chơi máy hơi nóng chút nhưng mà gắn sò lạnh vào là oke hết . nên mua ủng hộ",Price,positive
"ngoại hình: máy đẹp tân trang 🔋 
Thời lượng pin:khoảng 3h 📸 
mình thấy máy sài khá tốt . phù hợp với nhu cầu nghe gọi, xem tức tốt, còn game thì chơi không được nhé, do cấu hình thấp. mình mua cho bé sài khá phù hợp với nhu cầu. h vọng sài được lâu. cảm ơn cửa hàng.",Design,positive
Hộp sản phẩm khi nhận vẫn còn nguyên tem niêm phong của nhà sản xuất.,Packaging,neutral
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb chất lượng camera ấn tượng!, sử dụng vật liệu chất lượng cao.,",Design,positive
"Riết chắc tui hết tiền với cái cửa hàng này luôn quá, bán đồ gì mà món nào cũng rẻ, cũng chất lượng hết,lãnh lương là tui qua cửa hàng shopping liền 🤣 10 điểm không có nhưng nha cửa hàng ơi",Price,positive
"nguyên chưa kích hoạt như mô tả màu hồng xinh yêu, máy mới tinh ,đúng hãng , đóng gói cẩn thận , giao hàng trong 2 ngày , nhận về rất đẹp.",Design,positive
Ram ảo gây thoát app. Đóng gói không có seal an toàn. Chăm sóc khách hàng yêu cầu ảnh 360 độ phức tạp.,Packaging,negative
"Màn hình này sử dụng tấm nền AMOLED, mình chưa kiểm tra khả năng hiển thị dưới nắng.",Display,neutral
Mua 2 cái để nuôi sim. Máy cũng được. Khả năng không phải hàng chính hãng. Nhưng với giá tiền này chơi được. Cũng chỉ nghe gọi không cần yêu cầu quá nhiều. Máy khá đẹp.,Price,positive
điện thoại tốt ngon pin trâu dành cho shipper,Battery,positive
Mình cần thêm thời gian để trải nghiệm phần mềm. Pin của máy là 5000mAh.,Battery,neutral
hiệu năng tệ. ko đúng với hình ảnh. pin yếu. máy lag liên tục. pin ko trâu. đóng gói chỉ bằng giấy bọc. ship trễ 3 ngày,Shipping,negative
camera quay video bị mất nét liên tục. chất liệu vỏ máy dính mồ hôi. màn hình bị bóng dưới đèn. hiệu năng không ổn định. chăm sóc khách hàng hứa đổi trả nhưng không thực hiện. đơn hàng bị đổi màu mà không báo trước,Shop_Service,negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: dung hàng có hơi xước chút (97% như cửa hàng mô tả). Test còn áp suất, màn hình đẹp, nhẹ hơn hẳn con ip8+ của mình. Máy chạy nhanh, đã test thử game, loa, tai nghe tốt. Được tặng sạc nhanh 20w kèm tai nghe dây, sử dụng 2 ngày mới đánh giá. Tặng thêm ốp thì hợp lý hơn tai nghe.",Performance,positive
"Hoàn thiện vỏ ọp ẹp, mép máy không khít. Hình quảng cáo khác thực tế. Chống nước gần như vô tác dụng. Máy sử dụng vài ngày phát ra tiếng lạ, gửi bảo hành mất tuần",Shop_Service,negative
"pin báo 100% nhưng tắt nguồn bất ngờ. khác với mô tả về độ bền pin. tính năng tiết kiệm pin hoạt động không đáng tin. ship mất nhiều ngày, tracking mơ hồ, chăm sóc khách hàng im lặng",Shipping,negative
"Điện thoại láp ráp ẩu . Camera sau bị lệch nhẹ . Camera trước bị bụi . Cổng sạc bị móp méo sửa chữa kiểu tay nghề yếu kém . Chơi game lag , pin hơi hau không giống cái điện thoại có pin 5000 ở nhà , chỉ giống cái điện thoại có pin 3000 . Điện thoại để ram 6gb chứ chạy y chang cái ram 3gb . So với giá tiền thì mắc nha mọi người .",Camera,negative
"Mình đã nhận được hàng sau 4 ngày, hàng giao nhanh, đóng góp đẹp và cẩn thận. 5 Sao nhé",Packaging,positive
"Hàng đúng mô tả, tốt ycsnki ctesh nkid moudg fda mjgxc ffc tđng",Others,neutral
Hiệu năng ì ạch. Máy hay giật lag khi sử dụng. Pin tụt nhanh. Máy nóng ran sử dụng gì cũng lag pin nhanh hết. Giao hàng quá lâu đóng gói như cho có. Chăm sóc khách hàng trả lời vòng vo,Shop_Service,negative
Màn hình có kích thước 6.5 inch và độ phân giải Full HD+.,Design,neutral
Màu: trắng dòng máy: iphone x/xs/xsmax đóng gói cẩn thận nhưng cụm camera không có lỗ cho đèn flas qtr vẫn là tính năng chưa tốt. Nên cho cửa hàng 3 sao,Packaging,positive
"Điện thoại quá đẹp, đúng là mỏng nhất thế giới luôn. Màn hình và camera là 2 thứ mình quan tâm nhất nhưng chỉ ở mức ổn thôi, phù hợp với giá tiền, làm máy phụ rất ổn.",Design,positive
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng 
Tính năng nổi bật: rất cute sản phẩm sử dụng trang trí rất đẹp",Others,neutral
"Mình có nhắn tin nhờ hỗ trợ cửa hàng tư vấn rất nhiệt tình, và sẵn sàng đổi trả trong trường hợp máy bị lỗi",Shop_Service,positive
"Camera chụp ảnh ở mức trung bình trong điều kiện đủ sáng, không có gì nổi bật.",Camera,neutral
màn hinh sử dụng hơi bị chớp tắt,Display,negative
Điện thoại bị lỗi cảm ứng,General,negative
"Hàng đúng chuẩn chất lượng, tình cờ mua đúng hôm sale nên có 23tr, kích hoạt bảo hành từ ngày đặt mua",Shop_Service,neutral
Hiệu năng quá nhiệt khi sử dụng pdf pin chai sau 4 tuần chăm sóc khách hàng trả lời máy móc,Shop_Service,negative
"Chất lượng sản phẩm: hiệu năng giật lag sau 1 tuần. 
Đúng với mô tả: chip không đúng như công bố. 
Tính năng nổi bật: cam đêm nhiễu nặng. chụp tối noise nhiều, pin yếu, hộp móp, giao muộn 3 ngày, chăm sóc khách hàng im lặng",Shop_Service,negative
Đơn vị vận chuyển thông báo thời gian giao hàng dự kiến,Shipping,neutral
"Màu sắc: vàng giá cả:đẹp độ bền:đẹp 
Thời lượng pin:đẹp",Price,positive
Màn hình cảm biến hơi đơ nhưng máy cầm chắc chắn giao hàng gói hàng cẩn thận,Display,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: cũng tạm 
Tính năng nổi bật: không đã nhận được hàng cửa hàng giao hàng khá nhanh gói hàng kỹ điện thoại đẹp nhưng cái phím bật đèn mà không bật được điện thoại giá rẻ nên cũng không mong chờ gì nghe gọi tốt",Price,positive
Không nên cửa hàng không tet máy truoc khi giao máy không chụp được ảnh,Camera,negative
"Máy khá tốt. Có một điểm trừ là nắp lưng không đẹp, chữ g7 thinq tèm lem.",Design,negative
"Lần đầu mua điện thoại onl hơi sợ cũng tốt, mua onl điện thoại bị kích hoạt onl trước nha, cửa hàng kêu sẽ bảo hành bù cho đủ 12th nhưng ngày bảo hành lại tính từ ngày gửi đi thì mất mấy ngày, không đáng nhưng cảm thấy dịch vụ chăm sóc khách hàng vẫn chưa thoả đáng cho người mua",Shop_Service,negative
Camera selfie bị lệch tông màu. Ảnh selfie bị làm trắng quá mức. Chất lượng ảnh không sắc nét. Ảnh tự sướng xấu tệ. Shipping lâu hơn cam kết 2 ngày,Shipping,negative
"1.mình thấy nhiều người rw hệ điều hành này không được tối ưu hoá cho mấy 2.không biết do máy hay gì nhưng chơi tốc chiến bật được 120fps nhưng mà toàn bị drop xuống 60-75( mặc dù máy rất mát) và 8/256 cũng thi thoảng bị văng game tốc chiến 3. 5g của máy cảm giác cũng không được mượt mà nên mình chỉ sử dụng 4g 4.máy thì viền nhựa cầm không được sướng tay và dễ bị xước, mặt lưng của máy thì không biết nói sao nhưng cũng tàm tạm 5. pin của máy là 6000 nhưng cảm giác không được trâu cho lắm 6. còn mấy thứ còn lại thì tạm ổn( trừ cam nha =))) đây là những gì sau 1 tháng rưỡi mình trải nghiệm con poco x7 pro này",Battery,neutral
Sau một khoảng thời gian sử dụng thấy ổn. Không bị lỗi hệ thống. Nhưng bị một lỗi là màn hình đốm trắng ( hơi mờ ). Pin hơn 2400. Giá 570k cũng được.,General,positive
"Chất lượng sản phẩm: tạm 
Tính năng nổi bật: được 
Đúng với mô tả: không đúng máy trày sâu máy sướt sâu như ảnh, máy camera sau sứớc long mèo nhiều, màn dán chống trầy nên không rõ nhưng quan sát thấy đẹp.tet máy bin còn 83%, áp nhảy chống nước yếu mình nghĩ không còn khả năng chống nước, mua trả góp cũng không yên, sợ anh linh, thề tôi nói láu ra đường xe t.",Design,negative
Chỉ có cáp không kèm củ sạc,Others,neutral
hiệu năng nóng khi dùng mic pin chỉ 5h cơ bản chăm sóc khách hàng không đổi,Shop_Service,negative
"Mọi thứ đều hài lòng. Nhưng mà nhân viên giao hàng không hẹn trước, alo phát giao luôn làm phải tìm người nhận dùm hơi bất tiện.",Shipping,negative
"Nhóm màu: đen 
Dung lượng lưu trữ: 128gb tuyệt vời, hàng chính hãng, giá lại rẻ hơn chỗ khác. 5 Sao cho cửa hàng nha. Sẽ ủng hộ nếu có nhu cầu tiếp",Price,positive
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng giao hàng nhanh,đóng gói đủ hàng, chuẩn bị hàng cũng nhanh, sản phẩm đẹp và chất lượng",Design,positive
"Màu sắc: bạc 
Phân loại: nguyên seal được nhé! mua cho bố mình sử dụng, ưng lắm, hàng mới coong, sẽ ủng hộ",General,positive
"Chất lượng sản phẩm: cực tốt 
Tính năng nổi bật: gaming máy thiết kế đẹp, phụ kiện đầy đủ bộ sạc, ốp lưng máy chạy mượt, ui đẹp mắt, có nhiều tính năng hỗ trợ cho gaming so với giá thì quá ổn",Price,positive
"Nhóm màu: xanh ngọc khả năng lưu trữ: 128gb sử dụng rất thích, máy rất mượt. sử dụng một thời gian để xem như thế nào nhưng hiện tại mình sẽ cho 5 sao nha, cửa hàng cũng nhiệt tình nè.",Shop_Service,positive
San pham mua ve sai được 2 bua roi hu luon.,General,negative
"Sản phẩm rất tốt nha, máy đẹp không tì vết, chạy mượt mà, màn hình không ám ố, loa to, vân tay cực kì nhạy, nhận diện khuôn mặt cực kì nhanh, 10 điểm không có nhưng. Sẽ ủng hộ cửa hàng khi cần mua thêm. Còn a ship thì nhiệt tình. Anh em đừng phân vân nữa hãy chọn mua ngay.",Design,positive
chất lượng sản phẩm không tốt như quảng cáo. đúng với mô tả hơi khác thiếu vài tính năng. tính năng nổi bật camera không nét như mô tả. review mua về vì thấy giá ổn nhưng camera rung ảnh mờ quay tối rất tệ. hiệu năng lúc đầu ổn sau vài ngày lag nhiều. hỗ trợ trả lời chậm không thuyết phục. đóng gói tốt nhưng box móp nhẹ shipping lâu hơn dự kiến,Camera,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: trung bình
Tính năng nổi bật: giá hợp lý máy sử dụng có độ trễ khi mở app, có sạc siêu nhanh. Giao hàng chậm, hơn 4 ngày mới nhận được hàng.",General,neutral
"Giao nhầm thành phố, pin vỏn 2 giờ 30 phút nghe sách. Camera macro tối om, dịch vụ hủy liên hệ đột ngột.",Shop_Service,negative
Chính sách bảo hành được ghi rõ trong hướng dẫn sử dụng,Shop_Service,neutral
"Mua cho người lớn tuổi sử dụng tốt ạ, màn hình to dễ sử dụng lắm ạ. Like nha",Display,positive
Máy nhìn bề ngoài ổn . Cửa hàng đưa hai cục pin cũng như không . 1 Cục sạc không vô pin. Còn 1 cục sạc rất lâu mới đầy pin nhưng rất mau hết pin. Quá thất vọng,Battery,negative
Nhóm màu: xanh dương hàng đóng gói kỹ càng. Chất lượng tốt. Tư vấn rõ ràng,Packaging,positive
"Điện thoại nhanh, hiệu năng mượt mà, ai vượt trội hữu ích nhưng nếu sửa ảnh phần can thiệp ai nó sẽ bị mờ nên chưa hoàn thiện và tốt lắm về dịch vụ chăm sóc khách hàng khá tệ, điện thoại mua đến nay đã hơn 1 tháng nhưng kiểm tra thì thấy chưa kích hoạt bảo hành, liên hệ qua tin nhắn trên shopee với cửa hàng thì hứa hẹn sẽ có liên hệ lại mà không thấy gì dù đã nhắn hỏi 2 lần. Vì cái chia sẻ nhanh trên điện thoại ban đầu sử dụng tốt mà giờ không nhận được nên coi bảo hành kiếm tra xem ntn",Shop_Service,negative
"Nhóm màu: blue 
Dung lượng lưu trữ: 128gb màn hình sắc nét, dung lượng lưu trữ cao, dung lượng lưu trữ cao,",Display,positive
Máy bị treo đơ vài lần/ngày. Thiết kế nhìn dại hơn ảnh quảng cáo. Hiệu năng chậm hơn cả máy cũ. Đóng gói hộp móp méo. Shipper gọi không nghe máy,Shipping,negative
"Đúng với mô tả: đúng quảng cáo 
Chất lượng sản phẩm: mới mua nên chưa biết chất lượng ntn, nhưng ngoại hình thì tốt 
Tính năng nổi bật: game lần đầu tiên mua điện thoại trên shopee, trải nghiệm lầu đầu rất tốt, săn được giá tốt nữa, cửa hàng uy tín, tư vấn nhiệt tình😃😃😃",Price,positive
Phiên bản: mỹ 2 sim 128gb 98% đep...rẻ,Price,positive
"Điện thoại đã thay màn, vỏ có vẻ cũng bị thay, trông khá ọp ẹp. Nhưng sử dụng thì khá tốt với giá tiền. Không biết có bền không nữa.",Design,negative
Giao hàng cho khách mà máy không còn tý pin nào .chắc là hàng tân trang của xiaomi,Battery,negative
"Chất lượng sản phẩm: kém 
Đúng với mô tả: lừa lọc 
Tính năng nổi bật: ram ảo đa nhiệm dởm mở 3 app là giật lag, hàng giao thiếu ốp lưng, cửa hàng im lặng khi phàn nàn",Shop_Service,negative
Nhóm màu: xanh chất liệu: tên truyện “into the thrill’ nhanhấn vào một đoạn để dán vào hộp văn bản.nhấn vào một đoạn để dán vào hộp văn bản.,Others,neutral
"Vừa đặt chiều hôm trước chiều hôm sau đã giao đến nơi, mặc dù mình ở tỉnh khác, quá nhanh. Hộp đóng gói kỹ, máy cực kỳ mới, màn hình đẹp, có tặng kèm ốp và cường lực. Đánh giá cửa hàng 5* để mọi người có thể yên tâm mua ở cửa hàng này, uy tín.",Shipping,positive
Màu máy: màu xanh sản phẩm: oppo a15s 8/256gb tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha,Shop_Service,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tính năng sáng tạo, màn hình sống động, chất lượng máy ảnh ấn tượng, chất lượng máy ảnh ấn tượng,",Camera,positive
"máy còn khá mới. nhưng mất áp, chắc đã thay vỏ. loa thoại khá nhỏ, loa ngoài cũng nhỏ và rè, pin sạc lâu đầy dù đã sử dụng sạc qc3, sạc theo hộp là sạc lô, không phải hàg chuẩn, hộp cũg là hộp lô thôi ạ. pin của máy tạm thôi. sử dụng bt ngày sạc 2 lần. khs máy chỉ sạc được đến 98% là không lên được 100%",Battery,negative
điện thoại về hư nút nguồn đem ra tiệm sửa hết 120k nhắn tin với cửa hàng cửa hàng nói tự chịu cửa hàng không giải qiyeet.,Shop_Service,negative
"Chức năng đầy đủ, phụ kiện cửa hàng tặng bao sử dụng luôn, có điều màu đen ngoại hình trầy nhiều đeo ốp vào sẽ không thấy, có cảm giác màn hơi ám nhưng không sao, đáng trải nghiệm",Design,neutral
"Màu sắc: vàng chất liệu bền và chắc chắn, loa rõ ràng và to, thiết kế nhỏ gọn và dễ mang theo,",Design,positive
"Chất lượng sản phẩm: không 
Đúng với mô tả: không 
Tính năng nổi bật: không cửa hàng làm việc thiếu uy tín, không giữ cam kết với khách hàng. Có dấu hiệu lừa dối, mọi người nên cân nhắc khi mua",Shop_Service,negative
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu mình rất thích điện thoại này nó rất đẹp và sài rất bờn và thoải mái",Design,positive
"Chất lượng rất tốt ạ. Màn hình trong và đẹp. Loa to. Hiệu năng cũng mượt. Pin đủ nhu cầu mình. Máy bản hàn, mất áp. Cửa hàng rất tốt. Cảm ơn ạ!",General,positive
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb lần đầu đặt mua điện thoại online. Tgian giao hàng hơi lâu. Đóng gói cẩn thận. Hàng nhận về nguyên seal, có tem lazada",Shipping,negative
"Chất lượng sản phẩm: tạm ổn pin 80, máy sử dụng tốt nhận sim nhưng không bật được internet ngoại hình ổn, sử dụng làm máy phụ khá ngon thật tuyệt vời perfect invisible cí lùm mía máy nhận sim nhưng không bật được internet...",Design,neutral
"Nhóm màu: màu ngẫu nhiên sản phẩm: tuyệt vời,đã nhận sản phẩm của cửa hàng gửi. đúng chuẩn máy đã đặt hàng , máy mới chính hãng, cửa hàng uy tín, sản phẩm đẹp hợp thoi trang, giá cả bình dân. đã sử dụng 1 thời gian thấy rất ổn định. cửa hàng tư vấn nhiệt tình, có tặng rất nhiều voucher hậu mãi. tháng sau sẽ ủng hộ cửa hàng thêm con máy nữa.tặng cửa hàng 5 sao.",Shop_Service,positive
"Chất lượng sản phẩm: pin nạp đầy nhưng chỉ mấy tiếng là sụt nguồn rồi,máy tàu thôi chứ không phải chính hãng nhưng giá tiền đó thì sử dụng tạm chữa cháy được.",Battery,negative
