data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Chất_lượng sản_phẩm : tệ Đúng với mô_tả : không Tính_năng nổi_bật : không sản_phẩm : hàng lỗi hoặc bị hư_hỏng , sản_phẩm giả_mạo , sản_phẩm không như mô_tả , sản_phẩm chất_lượng kém điện_thoại fake , sửa 7749 lần , lừa_đảo , không nên mua điện_thoại , hao pin , sử_dụng 10 phút tự tắt nguồn hết pin , không mở lên được , lượm cục sạc ở đâu mà sạc không được , không nhận danh_bạ sim khác , tắt nguồn quài không lên , mọi người không nên mua điện_thoại trên đây sẽ bị lừa giống tôi ( hình_ảnh chỉ mang tính_chất lấy xu )",Negative,,,,,,,,,,
"đóng_gói hàng chắc_chắn , giao hàng nhanh_chóng , đầy_đủ . hy_vọng là sử_dụng bền",,,,,,Positive,,,Positive,,
Màu_sắc : đen Phân_loại : nguyên seal đợi 7 ngày trải_nghiệm sẽ quay lại đánh_giá thêm . Giao hàng nhanh,,,,,,,,,Positive,,
"Đúng với mô_tả : không Tính_năng nổi_bật : không Chất_lượng sản_phẩm : thất_vọng cảm_ứng khá tệ màu_sắc hình xấu , hộp đã bị khiu trước khi tôi nhận , gây khó không đổi",,,Negative,,Negative,Negative,,,,,
"Nhóm màu : đen thiết_kế mỏng nhẹ và sang_trọng , chất_lượng camera tuyệt_vời để ghi lại những khoảnh_khắc ,",,Positive,,,Positive,,,,,,
"Điện_thoại thiết_kế màn cong , cầm trên tay cho cảm_giác rất mỏng nhẹ chắc_chắn . Chưa dùng nhiều nên chưa trải_nghiệm hết hiệu_năng của máy . Săn sale được giá rẻ , cứ cho 5 ⭐ trước đã ",,,Neutral,Positive,,,Positive,,,,
"Nhóm màu : đen đã nhận hàng , mua hàng nhiều lần chất_lượng giống hình_ảnh , đánh_giá tốt .",,,,,,,,,,Positive,
"Chất_lượng rất tệ , mở được 1 lần sau đó sập rồi không_thể khởi đọng 1 lần nữa . Sử_dụng làm xác thì oke chứ cam , loa , màn_hình nát cả rồi .",,Negative,Negative,Negative,,,,,,Negative,
"Hiệu_năng khựng lướt web , dịch_vụ khách_hàng hứa_hẹn suông . Camera xoá phông méo_mặt , pin giảm 18% chờ_đợi .",Negative,Negative,Negative,,,,,Negative,,,
"Đơn hàng giao thì bị rách hộp , sản_phẩm bị tráo , quay video cung_cấp 6 mặt đầy_đủ , đơn hàng không cho đồng kiểm xong shopee nói đơn hàng mang về nhà khác nên không hoàn tiền , vậy là mất_trắng tiền mất luôn cả hàng . Cái này mình sẽ ra công an trình_báo thêm như này shopee tiếp_tay cho lừa_đảo . Mấy chục triệu mà kiểu này thì thua",,,,,,Negative,,,,,
"điện_thoại oppo a74 8 g / 256 g mua có khuyến_mãi giá 1tr750k . điện_thoại không hộp , bọc bằng nilon , ngoại_hình còn rất đẹp , có dán màn_hình và ốp silicon trong suốt . máy sử_dụng 1 tuần thì thấy chạy ổn_định , các tác_vụ mượt . có vài điểm không vừa_ý là cam chụp chỉ tàm_tạm , bộ_nhớ_trong chỉ 128mb .",,Positive,Positive,,Positive,,Positive,,,,
"Chăm_sóc khách_hàng hỗ_trợ chậm_chạp . Phản_hồi quá lâu . Dịch_vụ tệ . Gửi mail hỗ_trợ mà cả tuần không thấy trả_lời , gọi điện cũng phải chờ lâu . Hiệu_năng máy cũng không được mượt_mà",,,Negative,,,,,Negative,,,
Cho mình hỏi cách bật chế_độ bảo_vệ mắt cho màn_hình ở đâu ?,,,,Neutral,,,,,,,
"Nhanh hỏng lừa_đảo trắng_trợn camera mờ như cám , gps luôn sai vị_trí pin tụt nhanh kinh_khủng , sạc 10 phút sử_dụng hết 2 phút . Tốn tiền vô_ích",Negative,Negative,Negative,,,,Negative,,,,
"hàng mới 100% , nguyên seal , chưa active .. cửa_hàng uy tín.bán hàng chính hãng .",,,,,,Positive,,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb chất_lượng máy_ảnh ấn_tượng , hiệu_suất mượt_mà , giá_trị tuyệt_vời cho số tiền bỏ ra , màn_hình sống_động ,",,Positive,Positive,Positive,,,Positive,,,,
"Chất_lượng sản_phẩm : quá tốt đã mua của cửa_hàng lần thứ 4 Đúng với mô_tả : đúng máy đẹp như mới full tiếng việt Tính_năng nổi_bật : màn_hình đẹp , pin trâu , loa hay cửa_hàng này rất uy_tín nhé mọi người",Positive,,,Positive,Positive,,,,,Positive,
Cửa_hàng bán hàng tốt lắm ạ mong sài vẫn tốt cảm_ơn cửa_hàng,,,,,,,,,,Positive,
"Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : điện_thoại màn_hình cong Đúng với mô_tả : đúng được giao cho con điện_thoại có ngoại_hình siêu mới luôn , màu trắng nhìn mê thật_sự , sử_dụng mượt , chơi game ngon fps khi chơi game rất tốt , không nóng lắm , màn lên được 90hz , coi video của akira không lag luôn anh_em , loa to rõ của harman , trải_nghiệm quá tuyệt_vời sau gần 1 tuần",,,Positive,Positive,,,,,,Positive,
Cửa_hàng lở không xuất hoá_đơn cho khách . Mất thời giục 2 tuần liền .,,,,,,,,Negative,,,
"Máy nhìn đẹp , chắc_chắn , hi_vọng máy dùng tốt , tốt thì lần sau có nhu_cầu ủng_hộ cửa_hàng tiếp",,,,,Positive,,,,,,
"Ảnh tạm điện_thoại cũ nha mọi người . Cửa_hàng giao hàng nhanh . Sản_phẩm như mô_tả . Đóng_gói sản_phẩm chắc_chắn , đủ số_lượng .",,,,,,Positive,,,Positive,,
"Màu_sắc : đen Phân_loại : nguyên seal máy đẹp ngon bổ rẻ , săn sale được 2,3 tr lại được hoàn tiền , thật tuyệt_vời",,,,,Positive,,Positive,,,,
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb dịch_vụ khách_hàng xuất_sắc ,",,,,,,,,Positive,,,
"mua máy phải đổi lần 2 mới tạm ổn , máy chạy chậm lắm mặc_dù cấu_hình cao ( như ảo ấy ) , lỗ sạc là sử_dụng đầu sạc cũ trước cả đầu c á , sạc pin vào rất lâu . thôi sử_dụng tạm để học_tập . cửa_hàng thì phục_vụ cực_kì nhiệt_tình , giao hàng cũng nhanh_nhẹn , gói hàng cũng kỹ , có phiếu bảo_hành .",Negative,,Negative,,,Positive,,Positive,Positive,,
Màu_sắc : vàng giá_cả hợp_lý chất_lượng màu_sắc tốt sử_dụng dễ_dàng gắn sim vào là sử_dụng được ngay loa lớn pin khoẻ,Positive,,,,Positive,,Positive,,,Positive,
"đúng hàng , nhưng hình_như hàng chưng_bày hả cửa_hàng",,,,,,,,,,Positive,
"Đóng_gói sản_phẩm tạm , hơi sơ_sài , giao tới khá nhanh , săn sale giá ổn_áp",,,,,,Positive,Positive,,Positive,,
"Nhóm màu : màu ngẫu_nhiên sản_phẩm : ngon , bổ , rẻ , chất_lượng , tặng cửa_hàng 5 sao",,,,,,,Positive,,,,
mua mà cục sạc cắm không vào được nhắn thì không trả_lời cửa_hàng kì vậy,,,,,,,,Negative,,,
"dễ bị móp thiếu_phụ kiện wifi yếu , gps lỗi . trong hộp thiếu tai nghe như mô_tả , wifi bắt sóng rất yếu , gps thì cứ đứng im một chỗ . liên_hệ bảo_hành thì hẹn lần hẹn lữa .",,,,,,,,Negative,,,
"Tính_năng nổi_bật : cấu_hình tốt với giá Chất_lượng sản_phẩm : tốt Cấu_hình tốt so giá , ngoại_hình đẹp , lưng nhựa như kính . Máy giá rẻ có quảng_cáo . Lỗi hyper os chơi game như lq thỉnh_thoảng rớt wifi ức_chế ( đã cập_nhật hệ_thống không hết ) . 4 Sao",,,,,Positive,,Positive,,,Positive,
Máy hàng dựng,,,,,,,,,,Negative,
Điện_thoại hiệu_năng trung_bình,,,Neutral,,,,,,,,
Chất_lượng sản_phẩm : được một ngày thì chết máy,,,,,,,,,,Negative,
chăm_sóc khách_hàng im sau khiếu hiệu_năng yếu game đóng hàng túi nilon mỏng,,,Negative,,,Negative,,Negative,,,
Chất_lượng build kém có tiếng cọt_kẹt . Màu máy bị sai_lệch so với đơn hàng . Pin chỉ sử_dụng được nửa ngày . Đóng_gói quá nhiều băng_dính . Shipping chậm hơn 1 tuần,Negative,,,,Negative,Negative,,,Negative,,
Hiệu_năng xử_lý các tác_vụ hàng ngày như duyệt web hay xem phim là đủ dùng .,,,Neutral,,,,,,,,
"Máy mới còn nguyên seal . cửa_hàng đóng_gói cẩn_thận , tư_vấn nhiệt_tình . Sẽ còn ủng_hộ cửa_hàng nếu có nhu_cầu .",,,,,,Positive,,Positive,,,
"Tốt trong tầm giá , màn_hình hiển_thị tốt trong tầm giá , chơi được game nhẹ , pin trâu , tác_vụ cơ_bản xem phim youtube , lướt web , nghe gọi ổn .",Positive,,Positive,Positive,,,Positive,,,,
"Nhóm màu : xanh đóng_gói cẩn_thận , màu xanh đẹp , săn sales còn hơn 3.3 tr 1 tẹo giá tốt . Mua cho mẹ sử_dụng , hy_vọng ổn",,,,,Positive,Positive,Positive,,,,
Màu_sắc : xanh ngọc dung_lượng : 4g b / 6 4g b,,,,,,,,,,Neutral,
"Tính_năng nổi_bật : đúng Đúng với mô_tả : đúng Chất_lượng sản_phẩm : đúng giao hoả_tốc khá nhanh , đóng_gói ổn , sản_phẩm đúng mô ta sử_dụng tạm_thời khá êm tác_vụ tốt màn_hình lớn mình khá ưng . nguyên seal ️️️️️",,,,Positive,,Positive,,,Positive,,
"Đã nhận được điện_thoại , cửa_hàng giao nhanh , giá rẻ , màu_sắc đẹp . Đang cập_nhật phần_mềm . Hy_vọng sử_dụng tốt . Ủng_hộ cửa_hàng",,,,,Positive,,Positive,,Positive,,
lần thứ 2 mua lại của cửa_hàng và thật_sự rất ưng từ khâu chăm_sóc khách_hàng đến chất_lượng sản_phẩm . sẽ tiếp_tục ủng_hộ cửa_hàng trong lần tiếp_theo,,,,,,,,Positive,,,
"Kinh_tế mình không nhiều nên lựa_chọn lg v50 , mình thấy máy thực_sự đáng tiền , hiệu_năng còn rất ổn , lên được ad12 luôn . Máy có một_số xước nhẹ và lỗi pin nhưng cửa_hàng hỗ_trợ nhiệt_tình còn được fix tiền thay pin mới . Rất tốt nha",Positive,,Positive,,Positive,,Positive,,,,
Máy vừa sử_dụng mượt . Âm_thanh hay . Gửi hang đóng_gói cẩn_thận . Mua mẹ xài rất thích . Mình tín_đồ của xiaomi ,,,Positive,,,Positive,,,,,
"Chip quá vô đối trong tầm giá , màn_hình sắc nét độ sáng tốt , sạc siêu nhanh , giá quá tốt ! ! ! ",Positive,,Positive,Positive,,,Positive,,,,
Tuyệt_vời cửa_hàng làm_ăn quá chất_lượng điện_thoại quá tốt cho cửa_hàng 5s,,,,,,,,,,Positive,
"máy sử_dụng tương_đối lag , kiểu không mượt , sử_dụng không cảm_giác đây là máy mới mua . mình sử_dụng được cỡ 30 ngày mới đánh_giá , và thấy khá chậm . Áp voucher giảm cũng sâu với giá này chắc cũng không đòi_hỏi gì hơn",,,Negative,,,,Positive,,,,
"Đã nhận máy , hình_thức khoảng 70% , mô_tả là hàng cũ qua sửa_chữa nhưng không biết cửa_hàng có test full trước khi giao hay không . Nhưng máy pin phồng không lên được nguồn ngay cả khi cắm sạc , phải sử_dụng pin ngoài lắp mới bật được . Màn_hình hỏng hoàn_toàn cảm_ứng , kể_cả phím điều hướng và đa_nhiệm bên dưới . Người mua sau nên cân_nhắc , hên được đồ rẻ sử_dụng được , xui thì thôi chấp_nhận",Negative,,,Negative,,,,,,,
săn sale giá rẻ hơn ở ngoài nhiều giao nhanh đầy_đủ thiết_bị có cục sạc nên mua nhaa,,,,,,,Positive,,Positive,,
"camera xoá phông cắt tóc rất tệ . tính_năng xoá phông không hoạt_động tốt . AI xoá phông kém . xoá phông làm mất chi_tiết tóc , viền rất thô . đóng_gói không chắc_chắn .",,Negative,,,,Negative,,,,,
Màu_sắc : đen giao hàng nhanh de pik sag pin cam tam 1tuan sử_dụng điện_thoại va den pin 1 ngay nhan được hag nghe goi lon,Positive,,,,,,,,Positive,Positive,
"shipping giao nhầm địa_chỉ . sai thông_tin . vận_chuyển lộn_xộn . hàng bị giao nhầm sang địa_chỉ khác , làm mình phải chờ thêm . hiệu_năng tạm ổn",,,Neutral,,,,,,Negative,,
Mới mua mà lỗi không sạc pin được,Negative,,,,,,,,,,
hàng nguyên seal . nhưng yêu_cầu xuất hoá_đơn lại thì nhất_quyết không xuất . 5 sao sản_phẩm . 1 sao hỗ_trợ .,,,,,,Positive,,Negative,,,
"tính_năng : tốt chất_lượng : sử_dụng tốt chất_liệu : nhựa cứng , chắc_chắn cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh , shipper thân_thiện , chuyên_nghiệp .",,,,,,Positive,,,Positive,,
￼ cửa_hàng giao hàng đầy_đủ số_lượng shipper thực tiện tính ok luôn nha,,,,,,Positive,,,Positive,,
"cửa_hàng đóng_gói sản_phẩm chắc_chắn , Hàng nhận nguyên_vẹn và nguyên seal , Lần đầu mua hàng cửa_hàng trải_nghiệm khá tốt với hàng new - nguyên seal , Giao đúng hàng đúng dung_lượng , MÀU cửa_hàng TỰ CHỌN . Sản_phẩm chưa kích_hoạt bảo_hành nên mọi người an_tâm không có đóng seal lại , Unbox đầy_đủ phụ_kiện ốp lưng , bộ sạc 44w sách hướng_dẫn và que chọt sim , Máy bản rom nội_địa , có tiếng việt . Trải_nghiệm dùng tác_vụ mượt , máy màn to 6,72 in có cái là camera hơi dỏm do máy là gaming phone , Nhược_điểm hơi lỏ là KHÔNG CÓ NFC và chậm thông_báo bên ZALO ( mess thì bình_thường ) . Ưu_điểm là máy có AI . Giá săn sales ~ 3 tr3 ( áp mã 15% ) Tức cái là mua xong máy thì nó có mã 25% lỗ 10% cho việc mua ốp lưng cường_lực ...",,Negative,Positive,,Positive,Positive,Positive,,Positive,,
"sau 77 49 lần cài_đặt và hỏi_lên_hỏi xuống thì đã khắc_phục được lỗi mất sóng E sim trên pixel 7 pro . dù cửa_hàng chỉ_dẫn hướng_dẫn nhưng chưa đáng_kể ( chứ không nói là sai cách藍 ) . do máy trên mức ổn gần đạt mức toẹt vời nên tạm bỏ_qua cho cửa_hàng . chất_lượng máy 9,5/10 dịch_vụ cửa_hàng 10/10 , phụ_kiện tặng full , thắc_mắc gì là cửa_hàng có phản_hồi .",,,,,,,,Positive,,,
"sử_dụng đến hiện_tại thì vẫn ổn , máy to lắm mọi người , mới_đầu thì khá mượt , sau thì không biết như nào",,,Positive,,,,,,,,
"vỏ bạc_màu nhanh cửa_hàng lừa_đảo không kết_nối được tai nghe ,",,,,,Negative,,,,,,
"Nhóm màu : đen Dung_lượng lưu_trữ : 16gb chất_lượng : màn_hình rõ_ràng và sống_động , chất_liệu : chất_lượng camera tốt cho những bức ảnh tuyệt đẹp ,",,Positive,,Positive,,,,,,,
Màu_sắc : đen Phân_loại : bản 1 sim tản nhiệt kém,,,,,,,,,,Negative,
Chất_lượng sản_phẩm : sử_dụng ổn khuyến_khích mọi người nên mua,,,,,,,,,,Positive,
Máy mới tốt lắm . Nhân_viên fpt giao tại nhà hoặc ra ch nhan đều được,,,,,,,,,,Positive,
"Thắc_mắc cửa_hàng không trả_lời , sài được 1 tuần thì điện_thoại trục_trặc",,,,,,,,Negative,,,
"kém khác xa bình_thường pin tụt vù . camera focus không chuẩn_xác . ,",Negative,Negative,,,,,,,,,
"Máy lên màu đẹp phụ_kiện có bộ sạc , ốp lưng . Điện_thoại dán sẵn miếng bảo_vệ màn . Phần màn cong có_vẻ nhìn hơi đục màu . Được tặng kèm tai nghe bluetooth",,,,Negative,,,,,,,
sản_phẩm không giống hih đăg .. camara khog chup đuoc.màn hinh thấy gốm ...,,Negative,,Negative,,,,,,,
Do không test kỹ cảm_ứng đã chậm mà hôm sau bạn nhà mình làm me goc màn_hình và đơ cảm_ứng luôn giờ vứt không . Mọi người test kỹ tránh t hợp như m bị lỗi mà không đổi trả được do lỗi của mình,,,Negative,Negative,,,,,,,
mua hàng không đúng sản_phẩm bấm trả hàng không giả quết,,,,,,,,Negative,,,
lần đầu mua máy qua shopêe sợ gửi cục gạch mà hê hê gửi máy thật cửa_hàng uy_tín nhe mọi người,,,,,,,,,,Positive,
"Ngoại_hình đẹp , cửa_hàng nhiệt_tình . Mình mua máy lần 3 rất hài_lòng",,,,,Positive,,,Positive,,,
"nhưng hàng dễ vỡ mà khi nhận hộp méo_mó như này , cảm_giác không yên_tâm lắm nên chỉ chở 4 * , cửa_hàng nên xem_lại quy_trình vận_chuyển với những món hàng điện_thoại",,,,,,Negative,,,Negative,,
Check seri khớp với máy,,,,,,,,,,Neutral,
"kém thông_tin mập_mờ hướng_dẫn sử_dụng bằng tiếng nước_ngoài ,",,,,,,,,,,,Neutral
Hàng không như ảnh mô_tả,,,,,,,,,,Negative,
Hình_ảnh và video mang tính_chất nhận xu . Mua dùm nên không có hình_ảnh cụ_thể .,,,,,,,,,,Neutral,
"Cửa_hàng buôn_bán kiểu gì nghĩ sao mà giao nguyên cái điện_thoại hư làm_sao người ta sử_dụng , điện_thoại nghe gọi không được , chụp ảnh camera trước cũng mờ căm nói_chung là không sử_dụng được , định bán một lần rồi nghĩ luôn sao , giờ bấm vô trả hàng cũng không được luôn",,Negative,,,,,,,,Negative,
"Pin chai nhanh , sạc chậm . Máy thường_xuyên bị đơ khi đa_nhiệm . Camera quay video bị giật , chống rung vô_dụng .",Negative,Negative,Negative,,,,,,,,
"hỏng_hóc không đúng camera vỡ hình , hiệu_năng ì_ạch",,Negative,Negative,,,,,,,,
"Đúng với mô_tả : máy không hoạt_động lên sập liên_tục máy mua về bóc hộp đã bị lỗi gửi trả hàng cửa_hàng nhận hàng từ ngày 12 đến tận ngày 18 mới trả_lời là hãng báo không lỗi gì . trong khi đó sử_dụng bị sập nguồn liên_tục , kiểm_tra máy chi_chít panic full . mình đã báo tổng_đài apple trước khi trả hàng , bên apple chạy chuẩn đoán không được , họ hướng_dẫn chạy qua itune cũng không được . tôi có đầy_đủ bằng_chứng là máy lỗi .",,,Negative,,,,,,,Negative,
Màn_hình có hiện_tượng lưu ảnh . Thông_số kích_thước màn_hình không đúng . Hiệu_năng rất tệ lag cả khi vuốt màn_hình . Đóng_gói chỉ là hộp giấy mỏng . Giao hàng tới không đúng giờ đã hẹn,,,Negative,Negative,,Negative,,,Negative,,
"Cửa_hàng này lừa_đảo , máy không cập_nhật được phần_mềm , ứng_dụng rác nhiều .",,,,,,,,,,Negative,
"Sản_phẩm chính hãng Samsung Việt_Nam , mới kích_hoạt điện_tử 2 tuần .",,,,,,,,,,Positive,
"Đúng hàng đặt , sẽ test sau .",,,,,,,,,,Neutral,
"cửa_hàng cũng nhiệt_tình tl tin nhắn nhanh , giao hàng nhanh , không biết dùng ổn không , được bảo_hành 15 ngày , lướt cũng thấy ok",,,,,,,,Positive,Positive,Positive,
"Hiệu_năng nhanh và mượt_mà . , độ_phân_giải hd cho hình_ảnh sắc nét . , thiết_kế mỏng nhẹ , rất đẹp ! , màn_hình lớn , phù_hợp với đa_phương_tiện . , thiết_kế bền chắc , sử_dụng lâu_dài . , màn_hình cảm_ứng mượt_mà , phản_hồi nhanh . , camera kép chụp ảnh tuyệt đẹp . , kết_nối 4g nhanh_chóng , tuyệt_vời cho việc duyệt web . ,",,Positive,Positive,Positive,Positive,,,,,,
Màu_sắc : hồng đỏ : Dung_lượng lưu_trữ : 128gb máy đúng mô_tả . Mỗi cái hay tự khởi_động lại chất_lượng camera tệ . Giao hàng thân_thiện .,,Negative,,,,,,,Positive,,
"- hàng đúng mô_tả , giao nhanh , gói hàng kỹ , cửa_hàng tư_vấn nhiệt_tình . vote 5 sao cho cửa_hàng - sản_phẩm thì đúng mô_tả , mới nhưng lag v ~ luôn , camera xấu cực_kỳ . mua cho phụ_huynh chỉ xem tiktok youtuve thôi mà chê quá_trời . mặc_dù mua 5g nhưng cũng không có gì khác . tiếc tiền ghê ",,Negative,Negative,,,Positive,Negative,Positive,Positive,,
"Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Chất_lượng tốt , hàng chuẩn",,,,,,,,,,Positive,
Sản_phẩm đúng với mô_tả chưa sử_dụng chưa biết bền hay không ? nên mua sản_phẩm đúng với mô_tả chưa sử_dụng chưa biết bền hay không,,,,,,,,,,Neutral,
cửa_hàng tư_vấn nhiệt hình . Điện_thoại giống với quảng_cáo . Nên mua .,,,,,,,,Positive,,,
"Cửa_hàng lừa_đảo . Đặt điện_thoại oppo a92 mà giao a83 , nhắn_tin cho cửa_hàng yêu câu đổi đọc xong tn không thèm trả_lời . Quá thất_vọng đánh_giá nửa sao .",,,,,,,,Negative,Negative,,
"Nhóm màu : xanh tuổi_thọ pin lâu_dài , chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc , chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc ,",Positive,Positive,,,,,,,,,
"máy đẹp keng , còn áp . bạn tư_vấn , hỗ_trợ nhanh , nhiệt_tình",,,,,Positive,,,Positive,,,
"Chất_lượng kém . Hình_thức đẹp nhưng bên trong dở . Camera chụp dìm hàng . Ảnh chụp thiếu sáng noise như mưa . Máy lag , giật_cục khi lướt web . Đóng_gói cẩu_thả . Ship siêu chậm",,Negative,Negative,,Positive,Negative,,,Negative,,
"mọi người cũng_nên cân_nhắc nhé , mẫu này hỏng khá là khó thay . nhắn_tin cho cửa_hàng muốn bảo_hành , nhưng cửa_hàng bơ không trả_lời luôn .",,,,,,,,Negative,,,
"cửa_hàng giqo hàng nhanh , đúng mới sản_phẩm và số_lượng đã đặt . Xài thử một hôm thì thấy khá ổn , hơi mất thời_gian tắt quảng_cáo xíu thôi .",,,,,,,,,Positive,,
máy tốt . sử_dụng ổn_định . nếu mua thêm máy sẽ đặt cửa_hàng,,,,,,,,,,Positive,
Chất_lượng sản_phẩm : chưa sử_dụng nên chưa biết chất_lượng có bền và bị lỗi hay không nhé . Đúng với mô_tả : đúng mô_tả Tính_năng nổi_bật : màn mượt đóng_gói cẩn_thận hàng mới về tự cài_đặt và khởi_động máy,,,,Positive,,Positive,,,,,
đóng_gói sản_phẩm gồm hộp chính và phụ_kiện đi kèm,,,,,,Neutral,,,,,
đóng_gói bị bóp góc cam_kết giao nguyên_vẹn sai ship trễ chăm_sóc khách_hàng im_lặng,,,,,,Negative,,Negative,Negative,,
Nhóm màu : màu xanh loại : 1sim tốt rất tốt nên mua nhé mọi người pin trâu sử_dụng lâu.giá rẻ hợp_lý .,Positive,,,,,,Positive,,,,
"giao hàng hơi lâu mặc_dù ở ngay hà_nội , về ngoại_hình thì máy đẹp , nhưng phần_mềm hơi ngu khi soạn tin nhắn .",,,,,Positive,,,,Negative,,
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb màn_hình lớn với hiển_thị sống_động , giao hàng nhanh_chóng và hiệu_quả , dịch_vụ khách_hàng xuất_sắc , tuổi_thọ pin lâu_dài ,",Positive,,,Positive,,,,Positive,Positive,,
"Cửa_hàng giao hàng khá nhanh , hàng nguyên seal chưa bóc_tem , chuẩn chính hãng , rất ưng_ý và hài_lòng , canh sale mua thêm ủng_hộ cửa_hàng ở những lần sau , tốtd",,,,,,,,,Positive,,
"tồi_tệ không đúng không nổi_bật hiệu_năng nóng máy . shipping delay . ,",,,Negative,,,,,,Negative,,
"Chất_lượng sản_phẩm : kém Đúng với mô_tả : không đúng Tính_năng nổi_bật : lag giá 4tr2 mà máy đơ , loa rè , không đáng đồng_tiền",,,Negative,,,,Negative,,,Negative,
Chất_lượng sản_phẩm : trung_bình Đúng với mô_tả : sai : ) ) thật_ra thì tôi biết trước là 8/128 rồi nhưng vì rẻ nên mua mọi người thao khảo dữ_liệu thật nhé : ),,,,,,,Neutral,,,Neutral,
Camera sau của sản_phẩm có độ_phân_giải chính là 48MP .,,Neutral,,,,,,,,,
Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng Tính_năng nổi_bật : sử_dụng giao hàng nhanh mẫu_mã đẹp_mắt điện_thoại iphone 16 dung_lượng nhiều chụp hình được nhiều đẹp sắc nét,,Positive,,,Positive,,,,Positive,,
Sản_phẩm được đóng_gói kỹ Hàng đúng như mô_tả Chất_lượng tốt Nhưng giao hàng khá chậm hơn 1 tuần mới nhận được nhưng vẫn oánh giá cho cửa_hàng 5 sao nhé,,,,,,Positive,,,Negative,,
"Nhóm màu : đen dung_lượng lưu_trữ rộng_rãi 128gb , khe cắm sim kép tiện_lợi , tuổi_thọ pin lâu_dài ,",Positive,,,,Positive,,,,,,
"Kết_nối rất chập_chờn đúng wifi , 4g đều yếu . Khả_năng bắt sóng của máy này có vấn_đề . Ngồi trong quán cafe mà wifi cứ tự ngắt kết_nối liên_tục , trong khi các máy khác vẫn sử_dụng bình_thường . 4G cũng rất yếu , ra đường nhiều lúc không load nổi bản_đồ .",,,,,,,,,,Negative,
"đóng_gói sơ_sài , hộp móp , mất phụ_kiện . sản_phẩm không đúng mô_tả trên web . tính_năng bảo_mật ( vân tay ) nhận_diện sai . camera trước mờ , pin yếu , ship trễ",Negative,Negative,,,,Negative,,,Negative,,
"Chất_lượng sản_phẩm : máy đúng mô_tả Đúng với mô_tả : đúng Tính_năng nổi_bật : pin tụt nhanh pin quá bé nên rất nhanh hết pin , hơi thất_vọng , chỉ trạng_thái chờ mà không được 24h .",Negative,,,,,,,,,,
Màu_sắc : bạc Phân_loại : nguyên seal điện_thoại tốt .. nhưng nhanh hết pin quá cửa_hàng,Negative,,,,,,,,,,
máy tốt.nhưng mỗi_tội không cài_đặt được tài_khoản google,,,,,,,,,,Positive,
lỗi cảm_ứng viền màn_hình không chống nước như quảng_cáo không nhận thẻ nhớ ngoài,,,,Negative,,,,,,,
Camera macro chất_lượng thấp . Ảnh cận_cảnh mờ nhoè . Không có tính_năng nào đáng tiền . Cái macro chụp cho vui chứ chả ra gì . Pin hiệu_năng đều tầm_thường,Negative,Negative,Negative,,,,,,,,
Dung_lượng RAM của máy là 8GB .,,,Neutral,,,,,,,,
Hàng tốt nha ah em nên mua sài vượt sức tưởng_tượng 殺❤️,,,,,,,,,,Positive,
"máy thay vỏ nên khá đẹp , lần trước được ngon hàn ngon , lần này tmobile không làm_ăn , úp rom rủng gì được hết , . máy thay vỏ nên mới cóng , camera sau hơi out nét tí không tốt lắm . pin còn trâu .",Positive,Negative,,,Positive,,,,,,
"Tính_năng nổi_bật : ổn Đúng với mô_tả : đúng mô_tả Chất_lượng sản_phẩm : tốt Viền lưng điện_thoại bắt_mắt , sử_dụng hiện_tại thấy ổn",,,,,Positive,,,,,,
Hàng đẹp chuẩn chỉnh . Xứng_đáng hơn so với tầm giá . Nên trải_nghiệm,,,,,Positive,,Positive,,,,
"Nhanh_chóng , shipper thân_thiện dễ mến đóng_gói cẩn_thận , có_thể thấy tâm_huyết của người bán . Hộp không bị móp méo , vận_chuyển rất tốt . Thời_gian giao hàng nhanh_chóng , tôi không phải chờ_đợi quá lâu để nhận sản_phẩm . Chất_lượng sản_phẩm vượt mong_đợi . Tôi rất hài_lòng với trải_nghiệm mua hàng này . Sản_phẩm chất_lượng tốt , đóng_gói cẩn_thận , giao hàng nhanh . Đã mua lần thứ 3 và vẫn rất hài_lòng . Sản_phẩm được giao nhanh và đóng_gói chắc_chắn .",,,,,,Positive,,,Positive,,
Phần_mềm lỗi sau cập_nhật . Cập_nhật ổn_định không đúng . Tính_năng mới hao pin app crash rollback phiền,Negative,,,,,,,,,Negative,
"nên mua về sử_dụng nhé mọi người , chất_lượng ổn giá_cả phù_hợp",,,,,,,Positive,,,,
